age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,class
27,technician,single,secondary,no,218,yes,no,14,may,1462,2,352,1,no
59,technician,married,secondary,no,135,yes,yes,23,jul,416,4,-1,0,yes
56,technician,married,secondary,no,205,no,yes,23,jul,442,2,-1,0,no
31,management,single,tertiary,no,924,no,no,27,feb,172,1,-1,0,yes
52,technician,single,secondary,no,436,no,yes,22,mar,95,1,-1,0,yes
44,services,divorced,secondary,no,20541,no,yes,18,jun,501,2,-1,0,no
42,blue-collar,married,secondary,no,3,yes,no,20,nov,47,1,190,1,no
54,unemployed,married,secondary,no,3250,no,no,31,jul,94,3,-1,0,no
34,management,single,tertiary,no,808,no,no,26,may,376,2,97,1,no
31,blue-collar,married,tertiary,no,433,no,yes,3,feb,114,1,-1,0,no
58,admin.,married,unknown,no,4318,no,no,5,jun,307,2,-1,0,no
26,management,divorced,tertiary,yes,-402,no,yes,12,may,127,2,-1,0,no
30,blue-collar,single,secondary,no,1073,yes,no,5,may,1130,4,-1,0,no
43,unemployed,married,secondary,no,3529,no,no,5,feb,169,2,-1,0,no
31,services,single,secondary,no,91,yes,no,18,may,111,2,-1,0,no
41,blue-collar,married,primary,no,2007,yes,no,30,jan,419,1,-1,0,no
36,entrepreneur,married,secondary,no,13,yes,no,20,apr,98,3,-1,0,no
40,admin.,single,secondary,no,2378,yes,no,2,jun,65,1,-1,0,no
27,blue-collar,married,secondary,no,556,yes,no,9,feb,11,7,-1,0,no
48,technician,married,secondary,no,220,no,no,28,jan,73,1,-1,0,no
36,self-employed,single,tertiary,no,134,no,yes,1,jun,36,1,-1,0,no
54,management,divorced,tertiary,no,-449,yes,no,14,may,691,1,-1,0,yes
39,management,married,secondary,no,794,yes,no,4,feb,71,1,243,3,no
37,blue-collar,married,secondary,no,700,yes,no,14,may,138,1,-1,0,no
47,technician,married,secondary,no,302,yes,no,20,jun,89,3,-1,0,no
36,technician,divorced,secondary,no,141,yes,no,19,may,165,5,-1,0,no
25,admin.,single,secondary,no,4590,yes,no,28,may,199,2,-1,0,no
33,blue-collar,single,tertiary,no,700,no,no,30,apr,169,1,80,2,yes
44,entrepreneur,married,primary,no,650,yes,no,6,may,142,2,-1,0,no
59,retired,married,primary,no,488,no,no,31,jul,231,2,-1,0,no
37,blue-collar,married,primary,no,3154,yes,no,17,apr,404,1,305,3,yes
58,technician,divorced,secondary,no,906,yes,yes,16,may,155,3,-1,0,no
34,management,single,tertiary,no,1009,yes,no,12,aug,68,2,-1,0,no
29,blue-collar,married,primary,no,149,yes,no,15,may,242,2,-1,0,no
45,management,single,tertiary,no,0,yes,no,15,may,197,4,-1,0,no
39,blue-collar,divorced,secondary,no,241,yes,no,18,jul,117,2,-1,0,no
25,technician,single,secondary,no,582,no,yes,3,feb,438,1,-1,0,no
35,blue-collar,married,secondary,no,1160,no,yes,19,nov,62,1,-1,0,no
32,services,married,secondary,no,1844,yes,yes,3,feb,158,4,201,6,no
51,retired,divorced,tertiary,no,126,no,yes,6,jun,152,1,-1,0,no
39,blue-collar,married,secondary,no,366,yes,no,28,jul,551,5,-1,0,no
36,admin.,single,secondary,no,-207,no,no,2,feb,83,1,-1,0,no
29,self-employed,married,secondary,no,123,no,yes,22,oct,247,1,184,3,yes
59,blue-collar,married,secondary,no,786,no,yes,22,jul,44,4,-1,0,no
37,blue-collar,married,secondary,no,417,no,no,31,jul,1212,5,-1,0,no
32,management,married,tertiary,no,1683,yes,yes,20,apr,72,2,-1,0,no
23,unemployed,single,secondary,no,19690,no,no,3,jul,473,1,-1,0,no
28,unemployed,single,primary,no,236,no,no,4,may,193,1,87,3,yes
58,services,married,secondary,no,1667,yes,yes,6,may,85,1,-1,0,no
60,retired,married,primary,no,566,no,yes,23,jul,423,1,-1,0,no
31,technician,married,secondary,no,518,yes,no,25,aug,348,2,-1,0,no
47,admin.,married,unknown,no,66,no,no,26,feb,297,1,203,1,no
42,management,single,tertiary,no,706,no,no,29,jan,132,2,-1,0,no
25,student,single,secondary,no,1957,no,no,24,jun,1207,4,385,1,yes
56,entrepreneur,married,tertiary,no,-65,yes,no,30,jun,45,2,-1,0,no
53,management,married,tertiary,no,8627,no,no,10,feb,66,1,-1,0,no
35,blue-collar,married,primary,no,-367,yes,no,11,may,77,1,350,1,no
54,technician,divorced,secondary,no,859,no,yes,21,jul,710,1,-1,0,yes
52,management,divorced,tertiary,no,907,yes,no,4,jun,104,2,-1,0,no
33,services,single,secondary,no,152,yes,no,25,may,202,2,365,2,yes
55,blue-collar,married,secondary,no,754,no,no,2,feb,218,3,-1,0,no
49,admin.,married,secondary,no,300,no,no,12,aug,76,2,-1,0,no
38,technician,married,secondary,no,318,no,no,5,aug,274,1,182,6,yes
41,technician,single,secondary,no,-3,no,no,8,jul,413,1,-1,0,no
39,technician,married,tertiary,no,386,no,no,29,sep,201,2,-1,0,no
57,management,divorced,tertiary,no,2549,no,no,30,jan,456,3,197,2,no
51,housemaid,married,primary,no,382,no,yes,15,jul,56,3,-1,0,no
56,blue-collar,married,primary,no,173,yes,yes,23,jul,31,2,-1,0,no
21,blue-collar,married,primary,no,-172,yes,yes,15,may,409,1,361,3,yes
50,blue-collar,married,unknown,no,2284,yes,no,31,jul,1088,17,-1,0,yes
55,technician,married,secondary,no,2055,yes,no,16,may,1023,4,-1,0,no
53,blue-collar,single,primary,no,354,yes,no,17,jun,96,2,-1,0,no
33,management,married,tertiary,no,0,yes,no,23,may,57,5,-1,0,no
57,retired,married,primary,no,592,no,yes,28,jul,87,5,-1,0,no
32,technician,married,secondary,no,1119,no,no,19,nov,371,2,-1,0,no
43,unemployed,single,unknown,no,3274,yes,no,22,may,680,1,95,1,no
57,retired,married,secondary,no,8,no,no,11,jul,93,2,-1,0,no
29,technician,married,secondary,no,7836,yes,no,19,jun,155,1,-1,0,no
29,admin.,single,secondary,no,854,no,no,20,jul,175,5,95,1,no
32,management,married,secondary,no,1477,yes,no,18,nov,111,1,-1,0,no
49,technician,divorced,secondary,no,95,yes,no,8,may,90,1,-1,0,no
55,unemployed,divorced,secondary,no,283,yes,yes,14,may,220,2,-1,0,no
59,services,divorced,secondary,no,1,yes,no,28,jan,602,1,253,5,yes
34,blue-collar,married,secondary,no,683,yes,no,14,may,245,2,-1,0,no
35,management,single,tertiary,no,6781,yes,no,15,may,19,6,-1,0,no
33,technician,married,secondary,no,95,no,no,28,aug,26,19,-1,0,no
58,entrepreneur,married,tertiary,no,925,yes,no,21,nov,65,1,-1,0,no
25,blue-collar,single,secondary,no,51,yes,no,6,may,70,3,356,4,no
45,management,divorced,tertiary,yes,-946,yes,no,13,may,213,1,-1,0,no
48,services,married,secondary,no,125,no,no,14,aug,89,7,-1,0,no
32,blue-collar,divorced,primary,no,88,yes,no,8,may,17,3,-1,0,no
61,admin.,married,tertiary,no,1332,no,no,12,mar,156,1,-1,0,yes
83,retired,married,secondary,no,0,no,no,18,mar,140,10,-1,0,no
32,blue-collar,married,secondary,no,2561,yes,no,20,may,135,2,-1,0,no
51,technician,married,tertiary,no,0,no,no,7,may,662,2,66,2,yes
20,student,single,secondary,no,215,no,no,24,nov,325,1,95,5,yes
34,blue-collar,married,secondary,no,0,yes,no,8,may,325,1,170,2,no
43,admin.,married,secondary,no,2576,yes,no,17,nov,143,2,-1,0,no
36,blue-collar,married,secondary,no,2452,yes,no,21,nov,161,1,-1,0,no
42,technician,married,secondary,no,1048,yes,no,6,feb,23,2,-1,0,no
49,blue-collar,married,secondary,no,825,yes,no,17,jul,22,1,-1,0,no
40,admin.,single,secondary,no,118,yes,no,8,may,383,3,-1,0,no
45,management,married,tertiary,no,1033,yes,no,7,may,177,1,357,1,no
44,management,divorced,tertiary,no,-90,yes,no,21,jul,472,1,-1,0,no
35,retired,married,primary,no,285,yes,no,29,jan,136,1,-1,0,no
60,services,married,tertiary,no,4256,yes,no,16,aug,239,3,761,1,yes
42,admin.,single,secondary,no,2790,yes,no,7,may,425,1,336,1,no
60,blue-collar,married,unknown,no,231,yes,no,12,may,57,2,-1,0,no
36,admin.,single,secondary,no,47,no,yes,9,jul,36,6,-1,0,no
27,student,single,secondary,no,24,yes,no,17,jul,320,2,-1,0,no
61,management,married,tertiary,no,87,yes,no,24,feb,190,2,-1,0,no
46,management,divorced,tertiary,no,-130,yes,no,24,mar,144,2,-1,0,yes
45,technician,divorced,secondary,no,12,no,no,28,aug,88,3,-1,0,no
45,admin.,married,secondary,no,236,no,no,20,aug,703,2,-1,0,yes
55,technician,divorced,secondary,no,61,yes,yes,25,aug,113,3,-1,0,no
45,management,single,secondary,no,142,no,yes,6,aug,99,4,-1,0,no
33,unemployed,married,secondary,no,-12,no,yes,21,jul,77,2,-1,0,no
47,services,divorced,secondary,no,829,no,yes,18,jun,466,2,-1,0,no
44,unemployed,married,secondary,no,728,yes,no,7,apr,185,1,328,11,no
31,admin.,divorced,secondary,no,47,yes,no,19,may,34,9,-1,0,no
79,retired,divorced,primary,no,20,no,no,29,apr,165,2,182,1,no
36,management,single,tertiary,no,4123,no,no,11,aug,146,2,-1,0,no
30,management,married,tertiary,no,1384,yes,no,14,aug,60,2,-1,0,no
42,blue-collar,single,secondary,no,625,no,no,19,jun,651,3,-1,0,yes
57,blue-collar,married,secondary,no,1404,no,no,18,aug,119,7,-1,0,no
51,services,married,secondary,no,272,no,yes,8,jul,217,1,-1,0,no
38,admin.,divorced,secondary,no,-212,yes,no,27,may,78,2,-1,0,no
52,services,married,secondary,no,2420,yes,no,19,may,215,3,-1,0,no
57,blue-collar,married,primary,no,452,yes,no,13,may,139,4,-1,0,no
56,retired,married,primary,no,13,yes,no,12,may,123,2,-1,0,no
34,blue-collar,single,secondary,no,1351,yes,no,14,may,334,2,-1,0,no
53,management,single,primary,no,208,yes,no,19,may,179,9,-1,0,no
36,management,married,tertiary,no,1198,yes,no,9,apr,278,3,-1,0,no
29,technician,married,secondary,no,344,yes,yes,28,may,279,2,-1,0,no
56,services,single,secondary,no,1222,yes,yes,17,apr,754,1,-1,0,no
46,blue-collar,single,secondary,no,2401,yes,no,14,may,218,2,-1,0,no
46,retired,married,secondary,no,23,yes,yes,7,aug,122,2,-1,0,no
35,technician,single,tertiary,no,2012,yes,no,20,may,413,2,-1,0,no
38,technician,single,secondary,no,1255,yes,no,17,nov,151,2,171,2,no
55,admin.,married,secondary,no,9329,no,no,19,mar,181,1,-1,0,no
39,management,married,tertiary,no,177,yes,yes,2,jun,243,4,-1,0,no
37,blue-collar,single,secondary,no,7622,yes,yes,6,may,111,1,-1,0,no
24,management,single,tertiary,no,553,yes,no,26,may,249,1,-1,0,no
35,technician,divorced,secondary,yes,-52,yes,no,20,may,265,1,-1,0,no
37,technician,married,tertiary,no,512,no,no,9,jul,61,4,-1,0,no
31,self-employed,married,secondary,no,581,yes,no,14,may,303,3,174,3,no
59,housemaid,married,primary,no,5,no,yes,22,jul,204,2,-1,0,no
34,blue-collar,married,secondary,no,559,yes,no,18,nov,47,1,193,1,no
35,blue-collar,married,secondary,no,911,yes,no,20,nov,434,2,181,5,no
31,technician,married,secondary,no,17,yes,yes,6,may,120,1,-1,0,no
40,technician,married,secondary,no,0,no,no,15,apr,431,2,-1,0,no
27,management,single,tertiary,yes,0,yes,no,19,may,352,1,-1,0,no
46,management,single,tertiary,no,2044,no,no,4,feb,25,1,-1,0,no
29,services,single,secondary,no,84,no,yes,3,jul,587,3,-1,0,yes
30,management,divorced,tertiary,no,0,no,no,22,aug,209,2,-1,0,no
32,blue-collar,single,primary,no,36,yes,no,20,nov,290,2,-1,0,no
38,technician,divorced,secondary,no,1294,yes,no,29,may,565,1,-1,0,no
57,management,married,tertiary,no,372,no,no,21,nov,553,3,-1,0,yes
37,admin.,divorced,secondary,no,-165,yes,no,3,jun,48,2,-1,0,no
42,blue-collar,married,secondary,no,5639,yes,no,17,jul,430,2,-1,0,no
33,services,married,secondary,no,404,yes,no,7,may,139,1,-1,0,no
37,services,married,secondary,no,3,yes,no,29,jul,88,6,-1,0,no
36,services,single,secondary,no,511,yes,yes,30,jan,706,1,252,1,no
38,entrepreneur,married,secondary,no,8,no,no,12,jun,339,3,-1,0,no
39,blue-collar,married,primary,no,118,no,no,3,feb,906,1,-1,0,yes
75,retired,married,secondary,no,468,no,no,24,jun,316,1,-1,0,no
52,blue-collar,divorced,primary,no,196,yes,no,7,may,119,3,-1,0,no
40,blue-collar,divorced,primary,no,190,yes,yes,17,apr,139,1,346,2,no
41,unemployed,single,tertiary,no,4517,yes,no,20,nov,137,1,-1,0,no
47,services,married,secondary,no,27,no,no,12,aug,153,4,-1,0,no
48,management,single,tertiary,no,31,no,yes,3,jul,154,1,-1,0,no
28,blue-collar,single,secondary,no,524,yes,no,6,may,554,2,-1,0,yes
33,technician,divorced,secondary,no,4369,yes,no,21,may,433,3,-1,0,no
33,blue-collar,single,secondary,no,38,yes,no,12,may,139,4,371,1,no
37,admin.,married,tertiary,no,3221,no,no,15,jun,379,2,376,13,yes
41,admin.,divorced,secondary,no,8,no,no,5,feb,92,1,-1,0,no
55,admin.,single,secondary,no,2359,yes,no,20,apr,43,3,-1,0,no
46,management,married,tertiary,no,459,yes,no,6,may,221,1,-1,0,no
34,services,married,unknown,no,0,yes,no,31,jul,65,4,-1,0,no
51,self-employed,married,secondary,no,921,no,no,24,jul,188,1,-1,0,no
30,technician,single,secondary,no,700,yes,no,12,aug,73,2,-1,0,no
44,technician,married,secondary,no,2316,yes,no,10,jul,81,3,-1,0,no
40,blue-collar,married,primary,no,2635,yes,no,2,jun,20,21,-1,0,no
33,technician,single,tertiary,no,1636,yes,no,27,feb,165,1,-1,0,yes
37,technician,married,secondary,no,439,yes,no,20,may,215,2,-1,0,no
29,technician,married,secondary,no,0,no,no,12,may,33,2,-1,0,no
30,technician,single,secondary,no,146,yes,no,29,jan,96,1,-1,0,no
31,blue-collar,married,secondary,no,64,yes,no,18,jul,302,3,-1,0,no
37,blue-collar,married,primary,no,250,yes,no,20,apr,239,3,347,1,no
26,blue-collar,single,primary,no,1538,no,yes,28,jul,97,3,-1,0,no
43,management,married,tertiary,no,2083,no,no,21,nov,120,2,-1,0,no
63,retired,married,secondary,no,2747,no,no,23,jun,206,1,-1,0,no
78,retired,divorced,unknown,no,2628,no,no,14,apr,129,2,-1,0,no
32,technician,single,secondary,no,116,yes,no,20,aug,718,2,-1,0,yes
37,technician,married,tertiary,no,88,no,no,6,may,195,1,90,3,yes
33,technician,single,tertiary,no,2164,yes,no,18,may,8,11,-1,0,no
36,technician,married,secondary,no,494,yes,no,9,may,83,3,-1,0,no
23,student,single,secondary,no,405,yes,no,19,may,134,3,-1,0,no
37,technician,married,secondary,no,1047,yes,yes,12,may,151,1,-1,0,no
32,technician,single,tertiary,no,35,no,no,20,aug,96,8,-1,0,no
36,management,single,tertiary,no,181,yes,no,13,may,159,2,278,4,no
38,technician,single,tertiary,no,1674,no,no,18,nov,333,1,-1,0,no
34,services,married,secondary,no,-99,yes,yes,7,may,258,2,-1,0,no
56,blue-collar,married,secondary,no,317,no,no,7,aug,112,7,-1,0,no
36,entrepreneur,single,secondary,no,866,yes,no,11,may,629,1,173,1,yes
31,admin.,single,secondary,no,554,yes,no,11,feb,80,1,6,1,no
43,management,married,unknown,no,587,yes,no,5,feb,11,6,231,9,no
39,housemaid,married,secondary,no,0,yes,no,29,jul,218,4,-1,0,no
28,blue-collar,single,secondary,no,3430,yes,no,6,jun,72,6,-1,0,no
34,management,divorced,tertiary,no,0,no,no,14,aug,227,3,-1,0,no
21,student,single,primary,no,1596,no,no,25,may,101,2,-1,0,no
49,blue-collar,married,primary,no,1133,yes,no,4,may,291,3,-1,0,no
53,admin.,divorced,tertiary,no,493,yes,yes,17,nov,64,3,-1,0,no
39,admin.,divorced,secondary,no,1089,yes,no,14,may,128,1,-1,0,no
31,services,single,secondary,no,0,yes,no,26,may,223,2,-1,0,no
51,blue-collar,married,primary,no,1016,yes,no,20,apr,78,1,-1,0,no
43,technician,divorced,secondary,no,-36,yes,no,17,nov,190,1,104,1,no
41,technician,married,secondary,no,118,no,no,6,jun,339,1,-1,0,no
24,student,single,tertiary,no,235,no,no,9,nov,118,1,-1,0,yes
29,blue-collar,married,primary,no,-382,yes,no,28,jul,35,2,-1,0,no
48,admin.,divorced,secondary,no,341,no,yes,5,feb,382,4,-1,0,no
43,admin.,married,primary,no,482,yes,no,6,jun,1041,13,-1,0,no
34,technician,married,tertiary,no,0,yes,no,25,jul,52,3,-1,0,no
60,retired,married,primary,no,415,no,no,18,jun,49,2,-1,0,no
35,technician,single,tertiary,no,5251,yes,no,17,jun,176,15,-1,0,no
25,student,single,tertiary,no,293,no,no,12,apr,231,1,-1,0,no
48,management,married,secondary,no,2204,yes,no,12,may,45,1,-1,0,no
39,management,married,tertiary,no,-190,no,yes,11,jun,893,8,-1,0,yes
27,management,single,tertiary,no,151,yes,no,16,jul,496,1,-1,0,yes
51,entrepreneur,divorced,unknown,no,-57,yes,no,29,may,175,1,-1,0,no
46,admin.,married,secondary,no,660,no,no,6,aug,740,2,-1,0,yes
45,blue-collar,married,secondary,no,1124,yes,no,19,may,37,1,-1,0,no
41,blue-collar,divorced,primary,no,320,yes,no,2,feb,844,2,252,1,no
38,management,single,tertiary,no,493,yes,no,11,may,553,1,367,7,no
60,retired,married,primary,no,-63,yes,no,7,jul,1434,5,-1,0,no
36,unemployed,divorced,secondary,no,8267,no,no,18,jun,321,2,-1,0,no
41,management,married,tertiary,no,6204,no,yes,11,jun,148,2,-1,0,no
47,unemployed,divorced,secondary,no,947,no,no,5,feb,124,2,-1,0,no
29,self-employed,single,tertiary,no,1457,yes,no,7,apr,89,1,314,1,no
58,housemaid,married,primary,no,0,no,no,18,jun,37,1,-1,0,no
39,blue-collar,married,secondary,no,0,yes,no,29,may,209,3,-1,0,no
55,unemployed,married,secondary,no,512,no,no,28,jan,70,1,-1,0,no
30,management,single,tertiary,no,149,yes,no,3,jun,220,2,-1,0,no
41,blue-collar,married,primary,no,1500,yes,no,31,jul,101,6,-1,0,no
37,unemployed,single,primary,no,3777,no,no,5,feb,206,3,-1,0,no
41,management,married,secondary,no,1273,no,no,20,jun,73,3,-1,0,no
58,housemaid,married,tertiary,no,0,yes,no,21,jul,111,1,-1,0,no
36,blue-collar,married,secondary,no,3266,yes,no,21,nov,94,1,-1,0,no
59,retired,married,secondary,no,417,yes,no,7,may,476,2,-1,0,no
32,entrepreneur,single,primary,yes,-849,yes,yes,4,feb,204,1,-1,0,no
27,technician,single,tertiary,no,535,yes,no,6,jun,446,3,-1,0,no
33,services,married,tertiary,no,546,yes,yes,3,feb,54,2,270,1,no
27,admin.,single,secondary,no,-34,no,yes,21,jul,171,2,-1,0,no
40,blue-collar,married,primary,no,540,yes,no,2,jun,21,1,-1,0,no
34,blue-collar,married,primary,no,-167,yes,no,21,may,201,1,-1,0,no
42,blue-collar,married,primary,no,1742,yes,no,15,may,420,2,-1,0,no
42,housemaid,married,secondary,no,477,yes,yes,17,nov,231,2,-1,0,no
35,blue-collar,divorced,secondary,no,1780,yes,no,15,may,306,3,347,9,no
52,technician,married,secondary,no,3431,no,no,25,aug,72,4,-1,0,no
43,blue-collar,married,secondary,no,701,yes,yes,20,apr,69,1,-1,0,no
40,services,married,secondary,no,-38,yes,yes,5,feb,121,1,-1,0,no
58,management,divorced,tertiary,no,1533,no,no,15,may,137,2,-1,0,no
59,unknown,married,unknown,no,2443,no,no,20,jun,8,8,-1,0,no
45,management,married,tertiary,no,77,yes,no,17,nov,59,1,-1,0,no
35,blue-collar,single,unknown,no,2298,no,no,31,jul,92,4,-1,0,no
31,admin.,married,secondary,no,0,yes,yes,18,nov,79,3,-1,0,no
40,services,married,secondary,no,51,yes,no,11,may,50,1,-1,0,no
47,blue-collar,married,secondary,no,2787,no,no,11,aug,479,1,-1,0,yes
34,admin.,married,secondary,no,560,yes,no,5,may,198,3,-1,0,no
43,self-employed,married,primary,no,0,yes,no,30,oct,81,1,-1,0,no
39,management,single,tertiary,no,3281,no,no,9,jun,90,4,-1,0,no
51,services,married,secondary,no,1703,yes,no,7,may,101,1,-1,0,no
45,management,married,primary,no,0,no,yes,12,jun,54,1,-1,0,no
31,technician,divorced,secondary,no,-174,no,yes,30,jul,113,10,-1,0,no
30,technician,married,secondary,no,1168,yes,yes,21,may,361,1,-1,0,no
53,blue-collar,married,secondary,no,0,no,no,6,jun,650,1,-1,0,no
58,blue-collar,married,primary,no,853,no,no,7,jul,317,3,-1,0,no
48,unemployed,divorced,secondary,no,1266,yes,no,3,feb,45,1,-1,0,no
39,blue-collar,married,primary,no,163,yes,no,23,jul,192,5,-1,0,no
58,retired,married,primary,no,1980,no,no,5,jun,255,1,-1,0,yes
48,admin.,married,secondary,no,112,no,no,18,aug,139,5,-1,0,no
32,services,married,secondary,no,132,yes,yes,19,may,343,2,-1,0,no
32,management,single,tertiary,no,819,yes,no,20,apr,114,2,-1,0,yes
28,management,married,tertiary,no,12,yes,no,9,sep,202,1,-1,0,yes
43,housemaid,married,primary,no,410,yes,yes,30,jul,50,2,-1,0,no
27,student,single,secondary,no,3,no,no,28,jan,131,1,-1,0,no
48,admin.,married,secondary,no,2707,no,no,17,nov,212,2,-1,0,no
52,blue-collar,married,secondary,no,1405,no,yes,17,jul,753,2,-1,0,yes
61,retired,married,unknown,no,-492,no,yes,4,jul,333,1,-1,0,no
52,housemaid,single,tertiary,no,0,no,no,6,jun,431,2,-1,0,no
43,blue-collar,married,secondary,no,173,no,yes,9,jul,238,8,-1,0,no
44,technician,married,secondary,no,-97,yes,no,7,may,408,3,-1,0,no
48,management,married,tertiary,no,1093,yes,yes,13,oct,1226,2,-1,0,yes
51,management,married,tertiary,no,5108,yes,no,8,oct,272,1,102,8,no
48,blue-collar,married,primary,no,595,no,no,24,jul,464,1,-1,0,no
57,retired,married,secondary,no,427,no,no,29,jan,246,1,-1,0,no
44,technician,married,secondary,no,251,no,no,20,jun,14,6,-1,0,no
39,unemployed,single,secondary,no,2645,yes,no,21,may,339,3,-1,0,no
36,services,single,secondary,no,948,no,yes,29,jan,92,2,-1,0,no
27,student,single,unknown,no,1444,no,no,2,feb,248,2,-1,0,no
37,management,married,primary,no,1506,no,no,2,nov,101,3,80,3,no
43,management,married,tertiary,no,1059,no,yes,1,jun,335,2,-1,0,yes
31,management,married,tertiary,no,1839,yes,no,29,jul,109,8,-1,0,no
32,admin.,married,secondary,no,0,yes,no,30,apr,177,2,-1,0,yes
36,services,married,secondary,no,0,yes,no,6,may,215,3,280,3,no
26,management,single,tertiary,no,828,yes,no,17,aug,156,1,199,1,yes
25,technician,single,secondary,no,5695,no,no,16,nov,124,1,-1,0,no
27,student,single,secondary,no,1566,no,no,30,jan,164,5,-1,0,no
36,management,married,tertiary,no,1619,yes,no,21,nov,106,2,-1,0,no
47,blue-collar,married,secondary,no,1096,yes,yes,6,feb,174,2,-1,0,no
30,blue-collar,married,secondary,no,-99,yes,no,15,may,144,5,-1,0,no
59,admin.,divorced,primary,no,0,yes,no,29,jul,604,3,-1,0,no
31,blue-collar,single,secondary,no,1686,yes,no,28,may,85,2,-1,0,no
34,blue-collar,married,primary,no,-703,yes,no,18,may,160,2,-1,0,no
66,management,single,tertiary,no,6483,no,no,13,aug,275,1,-1,0,no
53,technician,married,unknown,no,8605,no,no,29,jul,635,3,-1,0,no
26,services,single,secondary,no,81,yes,no,28,jul,63,2,-1,0,no
47,blue-collar,married,secondary,no,2428,yes,no,20,nov,9,6,177,16,no
44,admin.,divorced,secondary,no,611,no,no,31,jul,6,10,-1,0,no
34,blue-collar,single,secondary,no,13683,yes,no,20,apr,92,3,321,3,no
38,technician,married,primary,no,217,yes,no,9,jun,491,6,-1,0,yes
29,admin.,divorced,secondary,no,589,yes,no,16,apr,262,6,316,1,no
27,admin.,single,secondary,no,242,yes,yes,28,may,83,1,-1,0,no
38,entrepreneur,married,tertiary,no,1438,no,no,13,nov,122,5,-1,0,no
59,blue-collar,married,primary,no,0,no,no,25,aug,128,5,-1,0,no
47,management,divorced,tertiary,no,0,no,no,14,jul,122,2,-1,0,no
30,admin.,married,secondary,no,3750,yes,no,20,nov,124,1,-1,0,no
37,services,divorced,secondary,no,241,yes,no,14,may,189,1,371,1,no
44,blue-collar,married,secondary,no,130,yes,yes,11,may,528,1,-1,0,no
41,management,divorced,tertiary,no,846,no,yes,23,jul,206,3,-1,0,no
28,unemployed,married,tertiary,no,264,yes,no,21,may,443,2,-1,0,no
46,unemployed,married,secondary,no,1040,no,no,12,aug,542,1,78,5,no
31,entrepreneur,single,tertiary,no,38,no,no,20,nov,185,2,-1,0,no
34,blue-collar,married,unknown,no,11,yes,no,8,apr,233,1,-1,0,no
49,technician,divorced,secondary,no,1669,yes,no,20,jun,34,3,-1,0,no
32,management,married,tertiary,no,2976,yes,no,21,may,174,1,-1,0,no
59,management,divorced,primary,no,13308,yes,no,13,may,131,1,-1,0,no
53,blue-collar,married,primary,no,109,no,no,22,aug,86,4,-1,0,no
34,blue-collar,married,secondary,no,2436,yes,no,14,may,8,7,-1,0,no
24,blue-collar,single,secondary,no,0,yes,no,19,may,202,1,-1,0,no
57,retired,married,tertiary,no,478,no,no,30,apr,70,1,84,1,no
34,management,married,tertiary,no,577,yes,no,18,nov,80,1,-1,0,no
29,housemaid,married,primary,no,7,no,yes,8,jul,240,1,-1,0,no
44,blue-collar,married,primary,no,-101,yes,no,15,may,679,1,366,4,yes
35,blue-collar,single,primary,no,-276,yes,no,13,may,850,1,-1,0,yes
54,technician,single,secondary,no,2237,no,no,21,nov,149,5,-1,0,no
45,admin.,single,tertiary,no,1683,yes,no,2,apr,277,1,-1,0,no
57,technician,married,secondary,no,29207,yes,no,21,nov,232,2,-1,0,no
31,management,single,tertiary,no,363,no,no,13,aug,94,2,-1,0,no
53,technician,married,secondary,no,65,no,no,17,nov,178,1,-1,0,no
31,management,single,tertiary,no,3340,no,no,15,sep,213,2,469,3,yes
62,blue-collar,married,secondary,no,272,no,no,11,nov,289,1,92,3,yes
62,self-employed,divorced,tertiary,no,6,yes,no,13,oct,216,1,183,4,yes
37,blue-collar,married,primary,no,357,yes,no,15,may,14,2,344,3,no
31,management,single,tertiary,no,3142,yes,no,18,jul,164,1,-1,0,no
50,technician,married,unknown,no,413,yes,no,19,may,243,2,-1,0,no
33,technician,single,tertiary,no,0,no,no,28,aug,56,2,-1,0,no
51,blue-collar,married,primary,no,21614,no,no,29,aug,47,20,-1,0,no
35,admin.,married,secondary,no,-488,yes,no,2,jun,97,4,-1,0,no
53,technician,married,secondary,no,137,no,yes,18,nov,52,1,176,1,no
60,retired,married,primary,no,364,yes,no,6,may,631,2,-1,0,no
49,entrepreneur,married,secondary,no,1147,yes,yes,25,jul,96,3,-1,0,no
43,blue-collar,married,secondary,no,0,yes,yes,29,may,242,1,-1,0,no
32,blue-collar,married,secondary,no,0,yes,yes,28,jan,117,2,-1,0,no
43,blue-collar,single,primary,no,181,yes,no,7,may,174,1,343,2,no
25,management,single,tertiary,no,295,no,no,5,jun,169,1,-1,0,no
37,services,single,secondary,no,-196,yes,no,7,may,207,1,-1,0,no
50,technician,married,unknown,no,680,no,no,7,jul,457,5,-1,0,no
38,blue-collar,married,primary,no,433,no,no,20,nov,81,2,136,3,no
56,unknown,divorced,unknown,no,2152,no,no,6,jun,67,1,-1,0,no
33,services,married,secondary,no,804,yes,yes,8,may,266,1,-1,0,no
27,technician,married,secondary,no,31,no,no,13,may,136,2,-1,0,no
37,management,married,tertiary,no,2019,yes,no,13,may,368,1,-1,0,no
29,housemaid,married,secondary,no,243,yes,no,3,jun,35,1,-1,0,no
34,admin.,married,secondary,no,1191,yes,no,21,may,383,2,-1,0,no
32,admin.,single,secondary,no,127,yes,no,23,may,189,2,-1,0,no
