a,b,c,class
162,166,124,2
147,168,230,1
182,177,144,2
151,150,99,2
39,37,27,2
55,56,24,2
128,165,221,1
139,138,80,2
75,85,125,1
62,46,201,2
198,198,158,2
20,17,2,2
27,23,5,2
54,55,21,2
174,145,94,2
109,147,211,1
154,187,255,1
200,198,163,2
148,187,255,1
176,175,125,2
138,140,104,2
134,172,220,1
62,63,29,2
180,174,129,2
139,142,93,2
86,89,40,2
232,113,98,2
102,145,202,1
144,99,196,2
116,155,224,1
182,180,132,2
182,178,137,2
147,188,251,1
141,144,99,2
149,168,255,2
164,164,116,2
59,124,125,2
198,199,157,2
167,163,115,2
138,150,156,2
16,39,17,2
243,228,225,2
77,49,208,2
152,190,254,1
56,58,22,2
57,59,23,2
197,195,161,2
66,65,27,2
163,162,111,2
173,172,122,2
128,131,99,2
175,172,127,2
166,209,166,2
171,169,121,2
151,156,111,2
74,77,28,2
129,133,97,2
175,172,127,2
119,169,229,1
165,163,115,2
57,103,157,1
161,166,134,2
153,154,104,2
177,174,130,2
67,69,50,2
15,15,1,2
113,153,206,1
148,158,222,1
175,176,126,2
200,198,163,2
172,169,124,2
63,64,20,2
142,167,229,1
103,141,199,1
179,177,129,2
96,89,40,2
26,16,130,2
167,167,119,2
53,107,170,1
53,54,20,2
20,17,3,2
106,152,223,1
197,195,160,2
83,94,132,1
159,176,233,1
157,163,228,1
112,153,215,1
122,153,222,1
171,170,119,2
123,101,89,2
117,159,212,1
92,32,20,2
123,164,227,1
173,172,122,2
62,59,28,2
88,93,38,2
191,192,150,2
177,174,129,2
55,60,21,2
140,138,84,2
44,45,43,2
173,172,122,2
32,33,7,2
169,180,232,1
146,187,250,1
163,162,112,2
140,139,88,2
126,78,96,2
118,161,210,1
204,213,255,1
67,71,30,2
82,121,190,1
61,62,20,2
180,180,134,2
78,78,172,2
199,211,253,1
43,44,35,2
133,175,222,1
179,179,133,2
170,181,225,1
112,151,213,1
118,155,215,1
125,126,87,2
198,198,158,2
82,115,188,1
91,140,216,1
94,138,215,1
8,9,0,2
182,179,135,2
139,138,80,2
169,167,119,2
41,160,85,2
26,18,142,2
179,176,132,2
181,181,133,2
60,61,19,2
146,186,251,1
212,230,201,2
64,65,25,2
0,0,179,2
170,186,239,1
155,176,23,2
146,143,98,2
128,160,219,1
158,154,106,2
171,170,120,2
192,192,152,2
140,140,86,2
184,181,136,2
247,249,249,2
182,180,132,2
68,103,169,1
129,132,87,2
144,184,249,1
54,93,137,1
140,143,94,2
27,27,21,2
62,126,191,1
120,151,220,1
178,175,131,2
136,136,190,1
122,122,122,2
76,89,127,1
176,136,40,2
177,174,129,2
132,135,90,2
108,210,205,2
157,195,253,1
146,159,221,1
178,176,128,2
4,0,189,2
140,116,98,2
130,133,84,2
62,62,22,2
148,151,102,2
201,200,162,2
40,94,147,1
133,136,110,2
165,166,116,2
53,57,22,2
156,156,108,2
173,172,122,2
103,138,202,1
153,168,231,1
131,134,95,2
50,50,10,2
45,106,78,2
165,161,112,2
91,90,39,2
131,82,98,2
51,52,18,2
237,197,162,2
185,183,143,2
209,102,121,2
131,130,96,2
54,58,17,2
172,170,122,2
241,225,219,2
65,67,21,2
113,148,221,1
54,59,20,2
115,114,56,2
121,122,60,2
17,8,189,2
63,63,23,2
153,191,255,1
34,36,24,2
173,171,130,2
248,250,250,2
87,87,39,2
255,251,184,2
49,50,11,2
65,68,46,2
137,140,91,2
189,190,146,2
171,171,125,2
100,98,44,2
75,90,129,1
36,33,12,2
68,70,24,2
166,178,120,2
58,116,181,1
54,94,142,1
49,47,39,2
157,161,126,2
202,200,165,2
70,79,122,1
21,98,77,2
167,181,230,1
153,191,255,1
161,164,109,2
188,187,143,2
48,100,160,1
2,4,0,2
78,183,234,2
160,157,119,2
121,141,255,2
199,197,162,2
127,155,55,2
55,55,19,2
255,255,254,2
205,204,170,2
172,168,120,2
151,150,99,2
121,119,88,2
118,153,221,1
156,196,255,1
184,181,137,2
114,114,54,2
141,141,95,2
67,127,187,1
202,200,165,2
132,135,89,2
161,161,107,2
180,178,130,2
127,164,214,1
159,162,123,2
182,183,141,2
124,123,65,2
182,179,135,2
128,128,128,2
140,143,93,2
45,95,153,1
125,121,120,2
178,176,122,2
136,134,80,2
179,177,142,2
101,146,220,1
132,137,98,2
188,189,147,2
42,60,47,2
161,165,123,2
174,173,123,2
200,198,163,2
163,164,114,2
182,180,132,2
188,182,141,2
208,195,181,2
151,154,109,2
63,68,23,2
105,106,50,2
105,109,162,1
202,201,163,2
171,172,130,2
183,183,137,2
55,56,22,2
131,162,231,1
52,56,21,2
117,108,71,2
158,156,102,2
191,190,152,2
49,51,22,2
193,191,156,2
195,193,152,2
4,4,4,2
135,137,101,2
197,196,158,2
174,172,124,2
194,192,151,2
198,198,158,2
52,52,52,2
54,106,166,1
255,250,189,2
52,56,21,2
197,198,166,2
199,195,160,2
163,161,107,2
163,162,112,2
98,95,40,2
150,187,255,1
77,78,34,2
47,55,18,2
193,192,154,2
35,38,6,2
195,164,143,2
87,87,51,2
156,174,239,2
161,165,124,2
152,151,101,2
96,199,194,2
192,190,155,2
33,34,8,2
40,77,51,2
107,110,78,2
171,171,135,2
177,175,127,2
60,60,20,2
155,193,255,1
21,18,3,2
59,101,146,1
53,57,21,2
54,93,138,1
79,80,30,2
110,88,112,2
233,114,99,2
3,4,0,2
180,180,134,2
157,175,236,1
181,178,133,2
142,100,33,2
115,114,56,2
142,179,231,1
55,56,22,2
13,13,1,2
102,97,158,2
151,189,254,1
82,52,211,2
199,198,160,2
175,173,125,2
126,162,226,1
52,52,52,2
164,163,113,2
146,159,227,1
130,162,228,1
180,179,135,2
121,156,220,1
159,178,223,1
173,170,125,2
175,173,125,2
76,90,138,1
73,130,192,1
106,121,94,2
57,88,141,1
181,178,133,2
137,139,87,2
129,132,130,2
58,62,21,2
180,179,135,2
182,178,137,2
53,57,22,2
199,98,120,2
174,211,173,2
156,157,107,2
24,55,48,2
202,200,165,2
254,251,177,2
156,172,219,1
66,67,23,2
197,195,160,2
121,146,166,1
97,151,222,1
173,172,122,2
70,135,203,1
128,130,88,2
87,82,33,2
129,162,225,1
101,119,232,2
172,168,120,2
224,228,222,2
174,172,124,2
99,136,186,1
8,12,0,2
60,115,176,1
123,156,225,1
206,101,112,2
4,4,0,2
57,34,220,2
118,150,209,1
163,236,228,2
120,128,91,2
5,6,2,2
2,1,0,2
162,182,230,1
106,146,199,1
152,132,101,2
160,163,118,2
7,11,5,2
27,15,151,2
1,71,141,2
35,37,7,2
184,182,141,2
175,175,129,2
98,30,17,2
69,71,25,2
73,88,127,1
201,200,162,2
12,18,7,2
165,163,115,2
178,177,139,2
54,57,18,2
179,177,129,2
104,149,206,1
60,62,26,2
32,33,7,2
180,179,135,2
4,0,72,2
191,189,148,2
22,18,0,2
183,180,135,2
126,131,186,1
197,196,158,2
37,48,38,2
186,187,145,2
150,153,107,2
255,255,128,2
97,129,182,1
66,66,20,2
150,153,107,2
206,205,171,2
0,128,0,2
31,0,133,2
173,172,122,2
176,175,185,2
116,153,215,1
47,118,182,1
255,0,0,2
140,180,252,1
231,215,208,2
64,65,23,2
106,142,206,1
69,70,26,2
110,120,238,2
165,164,114,2
71,121,187,1
94,97,41,2
121,124,75,2
116,115,57,2
171,165,120,2
117,152,216,1
3,6,0,2
138,137,81,2
29,73,42,2
139,139,91,2
121,159,213,1
49,49,13,2
152,191,255,1
12,6,0,2
172,170,139,2
99,130,191,1
151,152,102,2
151,182,245,1
25,25,9,2
121,155,221,1
200,198,163,2
178,175,131,2
44,45,43,2
178,175,131,2
56,61,22,2
175,173,125,2
80,91,129,1
116,115,59,2
175,174,124,2
165,167,121,2
117,120,118,2
165,163,115,2
200,124,71,2
73,76,27,2
59,61,19,2
138,139,89,2
52,53,19,2
9,7,0,2
178,176,128,2
61,62,22,2
159,163,122,2
158,154,105,2
150,190,255,1
164,162,114,2
70,89,127,1
86,80,39,2
93,92,36,2
91,121,186,1
52,78,132,1
183,180,136,2
76,117,196,1
107,156,224,1
148,150,120,2
143,184,247,1
127,128,88,2
201,200,162,2
173,167,114,2
35,36,34,2
61,62,20,2
182,180,132,2
119,119,59,2
205,204,170,2
74,76,34,2
228,121,137,2
166,166,118,2
128,132,96,2
42,43,11,2
179,180,138,2
82,95,133,1
163,162,112,2
133,175,218,1
20,17,2,2
255,128,0,2
123,166,223,1
53,61,20,2
176,174,126,2
118,158,216,1
152,189,227,1
196,195,157,2
223,209,211,2
62,59,14,2
158,162,126,2
181,181,133,2
175,188,244,1
195,194,156,2
145,167,232,1
167,181,233,1
1,139,108,2
68,69,25,2
48,50,14,2
128,79,87,2
186,184,144,2
132,137,86,2
175,173,125,2
133,169,223,1
194,193,155,2
186,185,141,2
119,118,68,2
156,172,225,1
198,211,255,1
92,29,15,2
143,144,104,2
53,57,22,2
189,187,146,2
182,179,135,2
175,190,236,1
162,166,131,2
33,34,8,2
57,59,23,2
171,170,119,2
204,203,169,2
9,7,7,2
4,1,0,2
79,82,32,2
163,167,132,2
220,179,216,2
164,169,114,2
59,120,186,1
179,176,132,2
30,46,23,2
139,137,83,2
240,205,172,2
5,3,3,2
172,171,121,2
202,211,254,1
164,162,114,2
131,171,223,1
181,165,123,2
31,32,6,2
136,139,90,2
156,157,137,2
14,13,9,2
73,77,35,2
186,186,146,2
178,178,130,2
61,101,153,1
121,160,212,1
163,161,113,2
54,58,17,2
60,63,24,2
176,179,130,2
65,70,49,2
53,57,22,2
145,165,230,1
56,62,39,2
63,68,23,2
109,228,254,2
182,177,138,2
124,157,220,1
183,181,133,2
144,143,87,2
147,149,127,2
163,162,112,2
140,140,86,2
47,48,16,2
155,156,106,2
54,48,237,2
141,141,87,2
0,128,0,2
177,174,129,2
57,59,23,2
132,134,92,2
16,16,10,2
98,63,0,2
180,179,135,2
178,178,132,2
149,183,237,1
54,55,21,2
187,186,142,2
74,83,127,1
163,168,136,2
255,253,255,2
165,161,113,2
74,76,57,2
127,160,229,1
155,192,254,1
83,49,210,2
161,153,153,2
175,176,134,2
185,185,139,2
1,127,1,2
170,166,117,2
77,119,172,1
178,179,137,2
200,198,164,2
139,142,93,2
128,132,96,2
154,158,106,2
3,2,0,2
4,4,0,2
171,170,120,2
30,27,6,2
0,3,199,2
129,135,100,2
96,129,179,1
191,189,148,2
163,161,107,2
165,169,127,2
116,123,116,2
121,120,62,2
13,11,3,2
181,178,133,2
182,179,135,2
197,195,160,2
34,15,232,2
106,108,66,2
205,192,178,2
62,62,22,2
84,85,53,2
60,20,239,2
170,170,122,2
194,193,155,2
66,68,22,2
184,184,144,2
183,181,151,2
136,162,232,1
104,103,47,2
139,166,230,1
139,184,252,1
201,200,162,2
69,71,25,2
175,172,127,2
65,66,26,2
198,196,161,2
99,146,220,1
113,113,67,2
30,27,0,2
183,180,135,2
199,197,162,2
255,0,128,2
168,184,231,1
111,232,251,2
180,179,135,2
110,147,205,1
182,178,137,2
159,163,128,2
149,189,254,1
201,199,164,2
154,189,223,1
13,11,0,2
167,164,113,2
102,135,191,1
22,23,3,2
14,14,0,2
93,31,21,2
200,199,161,2
29,28,7,2
171,172,133,2
177,178,136,2
204,203,169,2
90,136,213,1
103,103,73,2
141,140,89,2
23,19,18,2
0,0,6,2
162,165,119,2
161,199,231,1
190,188,147,2
0,255,255,2
53,99,146,1
1,185,1,2
150,152,100,2
174,170,122,2
29,28,2,2
54,55,21,2
182,180,132,2
20,15,148,2
97,97,43,2
189,140,102,2
16,191,241,2
81,85,33,2
32,0,137,2
164,164,116,2
150,153,104,2
122,153,222,1
53,55,19,2
23,49,25,2
46,47,38,2
178,144,101,2
201,199,164,2
182,178,137,2
111,109,55,2
89,92,36,2
173,172,122,2
180,180,134,2
128,130,88,2
51,50,40,2
50,50,14,2
255,250,249,2
181,180,136,2
54,57,31,2
54,95,144,1
174,175,133,2
77,77,29,2
154,110,205,2
68,69,25,2
172,170,122,2
120,119,61,2
4,0,72,2
171,169,121,2
27,28,12,2
162,160,120,2
189,186,141,2
98,99,43,2
174,175,195,2
117,219,214,2
124,121,70,2
163,163,115,2
0,0,0,2
200,198,163,2
117,159,224,1
178,175,130,2
171,170,120,2
58,116,175,1
171,195,241,1
161,175,224,1
180,177,132,2
81,53,212,2
171,167,118,2
17,0,197,2
107,113,166,1
198,194,159,2
53,55,25,2
180,177,132,2
98,133,189,1
185,184,140,2
187,186,142,2
137,139,193,1
199,198,160,2
179,175,127,2
182,179,135,2
61,65,46,2
146,148,96,2
148,169,23,2
46,77,132,1
134,164,57,2
180,177,132,2
2,3,0,2
25,71,42,2
79,81,39,2
53,44,188,2
199,197,162,2
201,199,159,2
202,200,165,2
68,70,24,2
169,169,121,2
196,195,157,2
185,184,140,2
47,98,161,1
133,172,224,1
21,18,3,2
93,145,216,1
118,166,230,1
110,143,162,1
157,161,126,2
137,138,88,2
127,137,191,1
65,65,25,2
114,117,67,2
45,46,44,2
178,178,132,2
80,81,31,2
7,0,0,2
37,0,148,2
127,133,84,2
64,63,19,2
109,177,46,2
151,166,215,1
128,131,186,1
169,168,147,2
115,217,212,2
131,171,223,1
34,36,6,2
64,64,24,2
183,181,133,2
101,108,163,1
162,160,112,2
57,58,18,2
164,163,113,2
180,177,133,2
102,139,191,1
116,119,87,2
146,145,87,2
249,253,254,2
0,0,255,2
179,176,131,2
136,138,92,2
178,175,130,2
198,198,158,2
10,14,226,2
144,179,229,1
166,168,116,2
190,188,147,2
73,73,25,2
25,26,17,2
187,187,147,2
173,173,127,2
6,7,3,2
127,135,242,2
200,200,160,2
159,176,233,1
61,65,29,2
136,162,229,1
196,196,156,2
127,167,219,1
44,93,149,1
181,178,134,2
195,193,153,2
144,147,98,2
112,110,56,2
84,114,85,2
201,200,162,2
72,72,18,2
148,151,102,2
145,147,125,2
129,141,145,2
156,64,107,2
169,169,121,2
93,11,0,2
56,61,22,2
62,64,22,2
75,75,27,2
109,212,207,2
156,156,110,2
23,20,6,2
178,175,130,2
198,194,159,2
201,199,164,2
173,171,123,2
227,213,191,2
109,110,54,2
176,169,130,2
171,170,120,2
28,142,58,2
205,204,170,2
164,163,113,2
106,85,70,2
157,161,125,2
165,181,228,1
167,188,240,1
127,171,218,1
43,47,6,2
144,181,225,1
175,174,140,2
19,15,4,2
77,83,126,1
177,175,127,2
50,51,12,2
197,197,157,2
182,180,140,2
182,179,135,2
135,169,222,1
205,204,170,2
230,214,91,2
55,56,22,2
67,67,67,2
2,0,0,2
31,30,2,2
0,3,0,2
43,44,12,2
197,195,160,2
143,142,84,2
55,56,22,2
172,171,120,2
25,44,17,2
134,134,134,2
193,191,150,2
74,78,29,2
147,150,100,2
232,215,75,2
97,143,220,1
202,201,205,2
176,169,136,2
45,164,86,2
54,54,18,2
81,40,255,2
202,201,163,2
79,82,33,2
91,29,13,2
191,189,149,2
68,70,24,2
86,52,212,2
94,93,37,2
50,165,85,2
136,139,90,2
21,63,32,2
39,72,58,2
151,192,255,1
236,193,160,2
53,55,13,2
200,198,163,2
149,152,106,2
186,186,146,2
183,184,142,2
200,198,163,2
136,180,244,1
43,41,11,2
166,164,116,2
141,140,84,2
62,62,22,2
34,35,9,2
181,178,134,2
41,42,10,2
54,55,21,2
124,155,104,2
165,170,231,1
159,156,105,2
115,113,73,2
131,133,74,2
156,160,125,2
179,177,129,2
19,18,4,2
94,89,151,2
164,160,112,2
114,151,219,1
27,37,20,2
4,4,0,2
199,197,163,2
178,179,137,2
196,195,157,2
178,175,131,2
109,135,189,1
177,146,101,2
52,54,12,2
15,18,2,2
155,158,113,2
105,106,50,2
113,215,210,2
171,168,117,2
171,170,120,2
147,185,250,1
88,29,10,2
199,197,162,2
175,173,125,2
111,105,86,2
143,146,97,2
127,127,127,2
181,178,133,2
187,187,139,2
146,190,249,1
67,70,25,2
179,176,131,2
49,45,4,2
105,152,226,1
142,143,103,2
76,78,32,2
178,175,131,2
177,176,126,2
3,2,0,2
30,83,164,2
54,105,168,1
175,171,123,2
192,148,47,2
197,195,161,2
138,139,89,2
3,4,0,2
154,158,117,2
121,82,68,2
182,179,135,2
184,181,137,2
64,69,24,2
6,4,3,2
20,20,2,2
175,174,124,2
174,169,138,2
172,170,122,2
44,45,11,2
94,93,37,2
131,134,85,2
111,167,232,1
2,0,0,2
51,53,17,2
103,145,210,1
255,255,252,2
44,45,11,2
163,167,132,2
67,52,26,2
13,12,8,2
90,92,40,2
101,139,204,1
4,5,1,2
55,54,40,2
147,145,91,2
150,166,232,1
69,70,26,2
173,171,123,2
50,93,142,1
52,56,20,2
75,78,29,2
50,54,19,2
40,13,217,2
199,199,159,2
142,197,140,2
40,105,83,2
146,185,247,1
33,70,38,2
89,115,91,2
149,150,100,2
164,166,130,2
93,139,216,1
61,65,24,2
111,140,177,1
41,45,10,2
179,180,138,2
145,147,95,2
164,162,114,2
142,140,86,2
166,168,116,2
187,186,152,2
170,168,120,2
77,112,185,1
61,62,18,2
111,114,89,2
176,144,101,2
166,179,235,1
196,195,157,2
123,122,64,2
196,195,157,2
199,197,163,2
139,163,229,1
53,54,20,2
140,140,92,2
136,139,90,2
196,194,154,2
30,69,47,2
181,178,133,2
247,249,249,2
45,94,150,1
37,36,8,2
57,58,14,2
87,90,35,2
48,45,14,2
175,173,125,2
55,56,16,2
12,14,14,2
158,161,116,2
170,169,119,2
50,92,139,1
199,206,255,1
193,192,142,2
168,167,116,2
186,180,139,2
180,179,135,2
171,170,120,2
58,58,22,2
165,164,113,2
51,101,153,1
175,173,125,2
10,37,17,2
113,150,208,1
4,1,0,2
210,215,218,2
51,52,18,2
148,146,92,2
185,184,140,2
201,200,162,2
161,166,134,2
193,192,154,2
48,48,8,2
151,98,219,2
133,150,193,1
57,59,23,2
45,165,84,2
173,169,121,2
201,200,162,2
147,149,103,2
133,177,241,1
97,94,43,2
171,170,120,2
179,180,138,2
57,117,183,1
69,69,23,2
197,197,157,2
170,169,119,2
177,173,132,2
68,70,24,2
178,177,127,2
234,109,81,2
178,178,130,2
77,84,123,1
192,191,157,2
0,180,0,2
53,112,184,1
131,132,76,2
178,175,131,2
195,192,154,2
109,106,55,2
91,89,35,2
196,201,204,2
100,136,206,1
160,158,104,2
104,149,222,1
72,72,24,2
53,104,166,1
71,121,179,1
86,21,20,2
158,195,255,1
138,139,99,2
162,162,114,2
147,183,231,1
156,154,100,2
4,3,0,2
118,122,70,2
167,163,114,2
20,17,3,2
185,183,135,2
116,119,69,2
57,59,17,2
133,167,220,1
174,175,131,2
54,55,21,2
63,64,24,2
177,174,130,2
143,141,93,2
165,181,228,1
134,140,91,2
179,177,129,2
255,254,255,2
173,170,125,2
46,98,75,2
175,173,125,2
96,100,51,2
55,56,22,2
201,199,164,2
104,142,206,1
56,56,20,2
176,174,126,2
174,175,131,2
62,111,173,1
77,79,37,2
135,161,228,1
158,162,126,2
121,126,181,1
94,97,105,2
172,174,132,2
21,19,1,2
95,144,218,1
74,112,190,1
55,56,22,2
120,124,72,2
55,59,24,2
74,93,144,1
201,200,162,2
69,70,26,2
77,90,128,1
157,161,126,2
32,34,5,2
138,141,102,2
227,208,200,2
123,168,219,1
107,106,48,2
110,121,232,2
196,195,157,2
55,56,22,2
168,164,115,2
181,178,133,2
32,33,7,2
172,172,126,2
206,218,254,1
4,0,72,2
179,179,133,2
194,195,153,2
30,34,0,2
136,139,90,2
178,176,122,2
185,185,149,2
200,199,161,2
177,177,129,2
207,215,255,1
100,149,225,1
228,209,204,2
60,87,221,2
107,148,217,1
161,164,114,2
144,146,94,2
232,188,151,2
56,58,22,2
165,169,133,2
0,190,0,2
194,193,155,2
55,55,55,2
182,177,138,2
155,176,24,2
57,97,146,1
199,197,163,2
41,112,255,2
119,159,218,1
146,147,97,2
134,141,96,2
145,176,237,1
127,167,216,1
137,138,88,2
172,173,129,2
199,197,162,2
38,67,28,2
163,162,112,2
73,85,133,1
175,173,125,2
161,179,232,1
0,178,1,2
181,181,133,2
41,41,11,2
41,86,143,1
145,165,22,2
127,130,85,2
186,183,139,2
92,137,218,1
56,55,41,2
2,3,7,2
55,59,18,2
87,121,191,1
197,196,158,2
200,210,250,1
248,250,250,2
185,187,141,2
5,12,5,2
12,11,7,2
179,181,135,2
120,157,217,1
83,85,33,2
62,63,19,2
53,54,14,2
170,166,118,2
205,204,170,2
173,187,240,1
111,110,52,2
132,139,88,2
2,2,0,2
255,255,254,2
170,168,120,2
11,9,0,2
202,201,163,2
45,99,159,1
242,233,229,2
4,0,72,2
167,163,114,2
190,189,145,2
47,49,29,2
197,103,134,2
42,105,255,2
73,80,123,1
151,169,230,1
196,206,254,1
151,189,253,1
2,0,1,2
55,58,19,2
173,173,127,2
186,185,141,2
54,55,21,2
204,202,168,2
57,57,43,2
201,200,162,2
195,193,152,2
162,163,121,2
73,78,81,2
172,183,235,1
107,106,48,2
14,13,9,2
121,132,190,1
166,164,116,2
205,204,170,2
82,82,34,2
152,183,244,1
77,80,31,2
173,170,125,2
206,205,171,2
175,172,127,2
167,165,117,2
103,157,222,1
174,174,128,2
118,152,105,2
75,86,124,1
168,166,112,2
104,104,50,2
38,73,47,2
180,179,135,2
30,29,15,2
255,128,0,2
178,175,131,2
200,195,162,2
157,160,115,2
150,188,252,1
176,176,130,2
133,161,215,1
47,89,136,1
253,255,255,2
185,179,138,2
87,116,185,1
58,59,17,2
172,177,126,2
236,244,251,2
149,96,217,2
180,177,132,2
56,115,177,1
96,141,208,1
178,178,132,2
180,178,130,2
171,170,119,2
171,189,230,1
79,87,127,1
142,141,90,2
180,93,149,2
54,55,13,2
152,159,122,2
3,170,251,2
37,31,8,2
172,171,121,2
52,54,18,2
17,16,2,2
98,141,208,1
193,192,154,2
163,179,232,1
165,163,109,2
38,40,28,2
123,159,219,1
81,35,255,2
171,171,135,2
118,122,86,2
177,175,127,2
74,22,9,2
229,157,93,2
142,145,96,2
149,151,99,2
54,55,21,2
167,185,232,1
171,184,240,1
106,88,105,2
119,169,222,1
162,160,112,2
156,158,106,2
51,48,174,2
49,109,255,2
53,53,17,2
65,68,29,2
69,102,152,1
46,86,134,1
55,56,22,2
156,172,225,1
162,177,226,1
172,172,126,2
147,150,101,2
133,133,73,2
171,170,119,2
112,151,219,1
178,175,131,2
178,178,132,2
22,21,1,2
180,177,132,2
132,133,89,2
135,137,91,2
137,149,155,2
146,164,225,1
255,251,243,2
50,46,241,2
95,126,189,1
172,171,121,2
162,160,112,2
60,64,23,2
56,104,170,1
110,124,190,1
57,59,23,2
81,90,128,1
8,5,1,2
159,157,103,2
84,119,187,1
136,139,90,2
174,191,240,1
124,126,67,2
179,176,132,2
212,197,188,2
6,5,1,2
47,55,18,2
15,22,15,2
91,68,237,2
249,243,230,2
251,255,255,2
152,189,251,1
194,192,157,2
143,142,84,2
94,77,56,2
118,96,78,2
76,41,15,2
153,154,104,2
174,174,128,2
140,140,94,2
44,86,131,1
121,120,62,2
141,140,90,2
146,143,129,2
162,159,114,2
58,58,18,2
46,92,150,1
195,196,154,2
171,169,121,2
62,66,24,2
171,168,130,2
168,166,118,2
59,120,188,1
175,173,125,2
179,176,132,2
116,115,57,2
158,162,126,2
40,43,28,2
74,113,191,1
55,56,22,2
51,55,26,2
161,164,119,2
0,1,0,2
32,40,33,2
197,195,160,2
234,255,255,2
46,100,155,1
99,104,59,2
159,157,103,2
201,199,164,2
81,117,187,1
205,214,255,1
39,40,6,2
78,127,203,1
180,177,132,2
147,150,100,2
177,177,129,2
233,110,78,2
45,43,42,2
193,193,147,2
204,214,254,1
111,152,215,1
72,68,40,2
23,17,4,2
167,164,113,2
155,159,170,2
49,55,20,2
16,7,188,2
63,63,63,2
36,1,142,2
76,111,185,1
98,152,223,1
106,209,204,2
150,188,252,1
47,72,136,1
186,184,144,2
168,169,179,2
117,159,226,1
8,7,11,2
179,181,129,2
175,172,127,2
134,145,153,2
180,178,137,2
172,171,121,2
104,103,105,2
62,62,22,2
180,178,137,2
131,134,89,2
38,103,71,2
133,178,245,1
41,21,150,2
13,13,7,2
139,179,244,1
122,161,213,1
182,182,142,2
0,0,194,2
48,109,173,1
94,143,217,1
199,197,163,2
173,172,122,2
164,163,113,2
175,190,239,1
162,179,222,1
100,136,190,1
129,163,222,1
171,171,125,2
241,229,229,2
39,50,34,2
172,186,239,1
155,193,255,1
42,42,12,2
177,174,129,2
86,91,100,2
142,182,247,1
4,2,0,2
124,163,215,1
150,184,227,1
94,29,14,2
47,50,34,2
46,45,24,2
35,34,6,2
69,78,121,1
45,46,12,2
111,150,212,1
199,198,164,2
27,37,21,2
53,58,19,2
179,178,134,2
0,0,255,2
4,0,5,2
115,119,172,1
113,152,221,1
143,146,97,2
146,148,96,2
136,139,90,2
12,10,2,2
165,163,115,2
73,143,112,2
178,175,131,2
171,169,121,2
6,4,157,2
2,0,0,2
182,181,137,2
184,184,138,2
170,169,119,2
40,41,7,2
182,179,135,2
53,54,15,2
107,94,102,2
176,174,126,2
66,69,24,2
167,188,240,1
201,200,162,2
178,175,130,2
160,162,126,2
1,191,0,2
21,22,2,2
27,30,15,2
154,158,117,2
140,144,95,2
133,136,97,2
139,139,85,2
192,191,153,2
135,155,18,2
3,183,4,2
178,178,132,2
6,6,0,2
10,7,2,2
159,162,123,2
104,149,206,1
2,246,255,2
141,139,85,2
138,140,88,2
190,184,139,2
248,250,250,2
181,179,138,2
180,179,135,2
145,184,246,1
49,96,150,1
186,185,141,2
52,93,142,1
47,24,216,2
199,194,161,2
159,162,123,2
182,179,134,2
247,251,252,2
137,75,105,2
44,101,152,1
121,120,62,2
203,204,162,2
20,17,2,2
205,204,170,2
227,214,82,2
171,174,135,2
164,162,114,2
172,171,121,2
169,178,127,2
70,72,26,2
179,179,133,2
136,171,215,1
95,142,216,1
171,168,123,2
164,162,114,2
197,210,255,1
81,78,50,2
130,169,221,1
58,60,41,2
187,175,133,2
49,103,163,1
81,54,204,2
165,163,115,2
58,53,32,2
178,176,128,2
35,34,8,2
148,147,86,2
195,193,158,2
176,173,122,2
198,196,162,2
150,188,253,1
0,0,255,2
199,198,160,2
155,161,126,2
18,255,248,2
117,153,217,1
144,188,249,1
71,73,31,2
91,89,41,2
127,160,229,1
197,195,160,2
181,180,136,2
203,201,207,2
58,60,18,2
170,168,120,2
48,103,154,1
42,208,237,2
172,168,120,2
55,56,24,2
2,0,183,2
170,184,233,1
143,143,89,2
66,89,51,2
119,120,58,2
179,177,129,2
235,193,158,2
23,23,17,2
64,87,135,1
173,172,121,2
55,56,22,2
53,54,20,2
182,179,135,2
202,201,163,2
161,165,130,2
151,172,234,1
182,178,137,2
117,120,175,1
255,254,253,2
195,193,152,2
81,88,131,1
99,144,225,1
13,12,0,2
152,190,254,1
145,163,228,1
197,195,160,2
8,6,6,2
106,84,250,2
138,183,250,1
20,17,2,2
179,176,132,2
19,17,6,2
15,15,1,2
59,59,59,2
130,134,99,2
112,111,53,2
98,91,152,2
172,169,124,2
95,95,47,2
80,130,196,1
131,160,227,1
174,174,128,2
132,132,132,2
171,186,235,1
180,177,132,2
170,186,228,1
133,132,74,2
95,99,152,1
158,156,102,2
5,0,2,2
51,52,18,2
180,181,139,2
62,63,23,2
70,75,46,2
148,153,108,2
205,204,170,2
176,175,124,2
73,76,27,2
128,132,91,2
173,170,125,2
158,181,136,2
199,197,162,2
149,186,254,1
12,10,0,2
156,160,125,2
77,80,31,2
1,2,0,2
255,0,0,2
82,81,37,2
152,153,133,2
178,175,131,2
172,173,131,2
197,197,157,2
107,142,206,1
132,128,104,2
136,138,96,2
72,73,31,2
48,21,231,2
178,178,132,2
149,150,100,2
157,177,232,1
0,0,188,2
183,180,136,2
201,196,163,2
163,162,112,2
189,190,180,2
177,177,129,2
71,71,25,2
165,164,113,2
29,29,5,2
102,132,161,1
176,174,126,2
79,54,204,2
138,139,89,2
