loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_amnt,collections_12_mths_ex_med,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,class
15200,15200,14950,36 months,12.99,512.08,C,C2,Project Manager,< 1 year,MORTGAGE,53000,Verified,Fully Paid,151xx,PA,18.7,0,0,,,15,0,12103,54.8,23,f,0,0,16099.65,15834.85,15200,899.65,14062.3,0,0,0,282719,0,1,1,9,34138,72,0,0,12103,66,22100,0,0,2,credit_card
10500,10500,10500,36 months,14.08,359.28,C,C3,sales associate,9 years,RENT,25000,Verified,Current,275xx,NC,23.72,0,0,,,11,0,13155,67.1,14,w,9291.57,9291.57,1788.19,1788.19,1208.43,579.76,359.28,0,0,56,13155,0,0,0,133,0,,0,2,5626,67,19600,0,0,0,debt_consolidation
10000,10000,10000,36 months,7.24,309.87,A,A3,Consulting Engineer,10+ years,MORTGAGE,156000,Not Verified,Current,900xx,CA,30.32,0,0,,,8,0,300619,78,23,w,6635.95,6635.95,4024.29,4024.29,3364.05,660.24,309.87,0,0,0,849578,0,1,2,9,18635,50,0,0,13366,78,383350,0,0,2,debt_consolidation
25000,25000,25000,36 months,13.67,850.44,C,C3,Pilot,4 years,RENT,130000,Verified,Current,334xx,FL,11.17,0,0,24,,12,0,35473,63.8,19,w,13076.34,13076.34,16192.41,16192.41,11923.66,4268.75,850.44,0,0,0,86085,2,1,2,5,50612,66,1,2,14691,64,55600,1,0,1,credit_card
15000,15000,15000,36 months,5.32,451.73,A,A1,Sr. X-Ray Technologist,10+ years,OWN,75000,Not Verified,Current,105xx,NY,8.24,0,0,37,,3,0,14961,59.4,10,w,6962.11,6962.11,9030.17,9030.17,8037.89,992.28,451.73,0,0,0,334751,0,0,0,67,0,,0,0,14862,59,25200,0,0,0,debt_consolidation
7000,7000,7000,36 months,9.44,224.04,B,B1,Sailor,9 years,RENT,65000,Source Verified,Current,233xx,VA,19.71,1,0,17,,6,0,6738,37.4,16,w,6489.7,6489.7,666.62,666.62,510.3,156.32,224.04,0,0,0,39591,1,1,1,6,32853,95,0,1,2842,75,18000,0,7,1,credit_card
10000,10000,10000,36 months,9.16,318.75,B,B2,Manger,2 years,MORTGAGE,29000,Source Verified,Fully Paid,612xx,IL,16.27,0,0,,,7,0,3245,33.5,13,f,0,0,10191.72,10191.72,10000,191.72,9878.06,0,0,706,66567,2,1,1,7,5022,84,2,4,710,53,9700,1,2,5,debt_consolidation
20000,20000,20000,36 months,12.74,671.38,C,C1,UI/UX Designer,4 years,OWN,50000,Not Verified,Current,193xx,PA,25.16,0,0,47,,13,0,32779,57.5,24,w,15691.69,15691.69,6014.11,6014.11,4308.31,1705.8,671.38,0,0,0,43202,1,0,0,111,10423,30,2,3,17243,47,57000,0,3,0,debt_consolidation
25000,25000,25000,36 months,12.62,837.79,C,C1,Shipping Supervisor,< 1 year,MORTGAGE,55000,Verified,Current,610xx,IL,7.11,0,0,,,7,0,10195,73.9,14,f,22663.98,22663.98,3316.1,3316.1,2336.02,980.08,837.79,0,0,0,10195,0,0,0,48,0,,2,2,3712,74,13800,0,0,2,debt_consolidation
22550,22550,22550,60 months,20,597.44,D,D4,Director of Sales,10+ years,OWN,105000,Source Verified,Current,365xx,AL,27.94,2,0,17,,17,0,54157,96.5,35,w,21405.32,21405.32,2937.09,2937.09,1144.68,1792.41,597.44,0,0,0,293980,1,2,4,5,24561,73,1,2,6815,88,56100,4,4,4,credit_card
10000,10000,10000,36 months,11.44,329.48,B,B4,Housing Officer,7 years,RENT,45000,Verified,Current,606xx,IL,21.12,1,0,13,,8,0,4905,45,14,w,7810.51,7810.51,2958.96,2958.96,2189.49,769.47,329.48,0,0,0,37878,0,1,2,9,32973,87,0,2,4342,78,10900,1,0,1,debt_consolidation
21000,21000,21000,60 months,16.99,521.8,D,D1,teacher,5 years,RENT,51000,Source Verified,Current,347xx,FL,15.79,0,1,73,,17,0,11454,28.1,32,w,18349.66,18349.66,5719.98,5719.98,2650.34,3069.64,521.8,0,0,0,89969,0,0,0,31,78415,,0,2,5422,27,40700,0,0,3,major_purchase
7000,7000,7000,36 months,5.32,210.81,A,A1,Controller,< 1 year,MORTGAGE,120000,Source Verified,Fully Paid,300xx,GA,14.51,0,0,53,,8,0,7832,68.1,19,w,0,0,7164.900537,7164.9,7000,164.9,6323.73,0,0,0,417180,0,1,1,9,57128,47,0,1,4310,52,11500,0,0,1,debt_consolidation
5000,5000,5000,36 months,8.99,158.98,B,B1,,,MORTGAGE,45000,Source Verified,Current,496xx,MI,10.64,2,1,14,,10,0,1517,41,34,f,3078.42,3078.42,2384.69,2384.69,1921.58,463.11,158.98,0,0,363,223723,0,1,2,7,73820,65,0,1,1311,61,3700,0,0,8,debt_consolidation
10000,10000,10000,36 months,16.02,351.67,C,C5,Math Teacher,10+ years,MORTGAGE,88000,Source Verified,Current,070xx,NJ,12.78,0,0,47,,9,0,3477,55.2,11,f,9109.69,9109.69,1397.78,1397.78,890.31,507.47,351.67,0,0,0,177882,2,0,0,69,6342,62,2,4,1478,59,6300,2,0,3,debt_consolidation
24000,24000,23975,60 months,8.49,492.29,B,B1,CEO,4 years,MORTGAGE,130000,Not Verified,Current,750xx,TX,26.68,0,1,81,,11,0,64814,93,24,w,16352.46,16335.42,10879.36,10868.03,7647.54,3231.82,492.29,0,0,0,321735,1,1,1,2,41831,66,0,0,24191,93,70050,0,0,1,debt_consolidation
10000,10000,10000,36 months,10.75,326.21,B,B4,Animal Warden,9 years,RENT,80000,Source Verified,Fully Paid,602xx,IL,27.27,0,0,44,,14,0,35066,87,38,w,0,0,11284.82268,11284.82,10000,1284.82,5098.77,0,0,0,106947,1,1,2,7,71881,84,1,1,10688,85,40300,2,0,5,debt_consolidation
25000,25000,25000,60 months,9.93,530.32,B,B2,Papermaker,10+ years,MORTGAGE,70000,Not Verified,In Grace Period,991xx,WA,18.22,0,0,77,,9,0,20596,67.3,18,w,24350.43,24350.43,1033.06,1033.06,649.57,383.49,530.32,0,0,0,157076,0,0,0,39,18119,50,0,0,8024,58,30600,0,3,0,debt_consolidation
10000,10000,10000,36 months,9.44,320.05,B,B1,Senior Project Manager,2 years,RENT,128000,Not Verified,Current,326xx,FL,5.57,1,0,6,,7,0,5867,61.8,18,w,8773.94,8773.94,1589.76,1589.76,1226.06,363.7,320.05,0,0,70,51068,2,0,0,44,45201,,2,5,2033,62,9500,1,1,0,debt_consolidation
20000,20000,20000,36 months,6.97,617.27,A,A3,Office,10+ years,RENT,64000,Not Verified,Fully Paid,330xx,FL,18.02,0,0,,,9,0,24043,54.9,19,w,0,0,20012.03,20012.03,20000,12.03,20019.77,0,0,0,43364,0,0,2,23,19321,73,1,3,10305,62,43800,0,3,1,credit_card
15000,15000,15000,60 months,18.99,389.03,D,D3,Teacher,2 years,MORTGAGE,150000,Source Verified,Current,760xx,TX,20.34,0,1,58,74,15,1,7837,46.1,34,w,13378.36,13378.36,3897.55,3897.55,1621.64,2237.01,389.03,0,0,0,435599,1,2,2,11,125938,89,1,2,2242,83,17000,1,0,4,debt_consolidation
1000,1000,1000,36 months,5.32,30.12,A,A1,Fraud/Loss Analyst,3 years,MORTGAGE,48000,Not Verified,Fully Paid,641xx,MO,10.23,0,0,,,6,0,949,7.8,23,w,0,0,1019.885353,1019.89,1000,19.89,930.27,0,0,0,176402,0,1,2,10,52138,59,0,0,949,16,12200,0,2,1,credit_card
32000,32000,32000,60 months,11.44,702.8,B,B4,Accounting Supervisor,10+ years,MORTGAGE,100164,Verified,Current,774xx,TX,21.47,0,2,65,,14,0,47745,64.8,32,w,28282.84,28282.84,7093.41,7093.41,3717.16,3376.25,269.63,0,0,0,617703,0,0,3,13,105501,82,0,5,8635,70,73700,4,3,2,debt_consolidation
35000,35000,35000,36 months,18.25,1269.73,D,D3,Pilot,10+ years,MORTGAGE,118000,Verified,Fully Paid,297xx,SC,9.07,0,4,48,,18,0,8181,20.4,34,w,0,0,39959.78827,39959.79,35000,4959.79,28603.19,0,0,0,160887,2,1,1,7,37216,,4,9,281,20,40100,1,0,9,home_improvement
10000,10000,10000,60 months,7.39,199.86,A,A4,Xray/CT tech,1 year,OWN,40000,Not Verified,Current,273xx,NC,13.89,0,0,,,10,0,11577,37.7,20,w,7376.35,7376.35,3593.37,3593.37,2623.65,969.72,199.86,0,0,0,59885,1,0,0,42,48308,109,1,2,5820,80,30700,0,0,0,credit_card
6000,6000,6000,36 months,7.39,186.34,A,A4,Accounting Associate,3 years,RENT,42000,Source Verified,Fully Paid,931xx,CA,7.5,0,0,57,,11,0,745,9.3,25,w,0,0,6299.280207,6299.28,6000,299.28,4829.11,0,0,0,35022,1,1,1,6,34277,117,0,1,680,94,8000,0,0,0,debt_consolidation
7800,7800,7800,36 months,11.99,259.04,C,C1,IT Collaboration Engineeer,10+ years,MORTGAGE,89871,Source Verified,Fully Paid,809xx,CO,17.89,0,0,77,,12,0,26078,71.4,18,w,0,0,8860.86148,8860.86,7800,1060.86,4980.46,0,0,162,234471,0,2,3,10,39875,89,1,1,8393,81,36500,0,3,1,debt_consolidation
21600,21600,21600,60 months,18.06,549.21,D,D2,Real Property Supervisor,10+ years,MORTGAGE,95000,Source Verified,Current,857xx,AZ,25.25,0,0,50,60,12,2,20080,89.6,27,w,20445.11,20445.11,2724.38,2724.38,1154.89,1569.49,549.21,0,0,0,86329,0,2,2,9,60300,81,1,3,4947,81,22400,1,2,3,debt_consolidation
6000,6000,6000,36 months,15.05,208.14,C,C4,Management,9 years,RENT,56000,Source Verified,Current,751xx,TX,31.05,0,1,,,8,0,15724,60.7,17,f,5177.23,5177.23,1241.04,1241.04,822.77,418.27,210.37,0,0,0,133998,0,1,2,11,118274,100,1,1,6349,85,25900,2,0,5,debt_consolidation
10000,10000,10000,36 months,13.59,339.79,C,C2,Hemodialysis technician,3 years,RENT,48000,Source Verified,Current,112xx,NY,11.88,0,0,51,,8,0,5654,57.7,12,f,9078.33,9078.33,1344.06,1344.06,921.67,422.39,339.79,1,0,1735,10277,0,0,1,20,4623,74,1,3,2075,64,9800,0,3,0,debt_consolidation
16000,16000,16000,60 months,15.99,389.01,C,C5,Msr4,9 years,RENT,58000,Not Verified,Fully Paid,226xx,VA,25.2,0,2,,48,16,1,5156,12.6,53,w,0,0,16486.29126,16486.29,16000,486.29,16111.49,0,0,0,45145,0,1,5,11,39989,77,2,10,901,23,41000,3,21,4,debt_consolidation
6000,6000,6000,36 months,6.99,185.24,A,A2,Residents service,10+ years,MORTGAGE,56000,Not Verified,Current,065xx,CT,17.77,0,1,51,,29,0,7541,9.4,43,w,4297.81,4297.81,2032.98,2032.98,1702.19,330.79,185.24,0,0,0,189556,1,2,4,6,30875,80,3,5,4265,33,80500,1,0,3,credit_card
6000,6000,6000,36 months,14.99,207.97,C,C4,Paramedic/Deputy Coroner,10+ years,OWN,60000,Source Verified,Current,371xx,TN,1.86,0,0,,,2,0,2525,81.5,3,w,4441.88,4441.88,2282.67,2282.67,1558.12,724.55,207.97,0,0,84,2525,0,0,0,,0,,0,1,2200,82,3100,0,0,1,debt_consolidation
3575,3575,3575,36 months,11.47,117.84,B,B5,Accounting,10+ years,MORTGAGE,49690,Source Verified,Fully Paid,201xx,VA,24.03,0,0,,,10,0,48147,35.4,39,w,0,0,4115.405066,4115.41,3575,540.41,1760.89,0,0,0,264759,3,2,3,2,38802,96,2,2,9663,70,69700,0,0,1,debt_consolidation
30000,30000,30000,60 months,16.99,745.42,D,D1,Mental Health Practitioner,< 1 year,RENT,65000,Source Verified,Charged Off,553xx,MN,21.73,4,0,7,,13,0,7575,52.2,24,w,0,0,5696.37,5696.37,1310.18,1643.18,745.42,0,0,0,53427,2,2,2,3,45852,74,0,1,994,70,14500,0,3,2,credit_card
35000,35000,35000,60 months,12.74,791.71,C,C1,Label Operators,10+ years,MORTGAGE,72000,Source Verified,Current,328xx,FL,17.43,1,0,22,,12,0,34580,90.1,19,w,30597.08,30597.08,7947.29,7947.29,4402.92,3544.37,846.67,0,0,0,315585,0,0,0,,0,,0,0,9474,90,38400,1,0,2,major_purchase
11350,11350,11350,36 months,14.08,388.36,C,C3,analyst,10+ years,OWN,36000,Not Verified,Current,152xx,PA,20.03,0,1,,,4,0,1817,15.5,9,w,9499.57,9499.57,2709.64,2709.64,1850.43,859.21,388.36,0,0,0,8890,0,1,1,11,7073,46,0,0,1077,33,11700,2,0,2,debt_consolidation
24000,24000,24000,60 months,22.39,668.19,E,E1,manager,10+ years,OWN,65000,Not Verified,Current,779xx,TX,24.3,0,0,50,,9,0,5524,27.3,16,w,20225.43,20225.43,9993,9993,3774.57,6218.43,668.19,0,0,517,81809,2,2,2,4,76285,65,0,1,3212,37,20200,1,5,4,debt_consolidation
5000,5000,5000,36 months,11.99,166.05,C,C1,Operations rep 3,5 years,RENT,60000,Source Verified,Current,840xx,UT,18.72,0,0,,,5,0,6507,70.7,13,w,2302.97,2302.97,3485.38,3485.38,2697.03,788.35,166.05,0,0,0,23426,0,1,2,10,16919,69,0,0,2229,70,9200,0,7,0,debt_consolidation
35000,35000,35000,60 months,24.49,1016.86,E,E3,Architect,3 years,OWN,85000,Verified,In Grace Period,601xx,IL,16.83,0,0,,42,4,4,6332,28,13,w,28969.85,28969.85,17442.36,17442.36,6030.15,11208.85,1067.7,0,0,0,32518,0,1,1,11,26186,67,1,2,6332,53,22600,0,0,2,debt_consolidation
35000,35000,35000,36 months,12.74,1174.91,C,C1,sports mananger,9 years,MORTGAGE,150000,Source Verified,Current,117xx,NY,12.92,1,1,3,18,20,1,28499,51.3,27,w,26571.87,26571.87,11724.33,11724.33,8428.13,3296.2,1174.91,0,0,0,368825,1,0,0,28,16981,43,3,6,6253,48,55600,0,0,2,debt_consolidation
30000,30000,30000,60 months,14.46,705.23,C,C4,Manager,3 years,RENT,65000,Verified,Charged Off,918xx,CA,2.6,0,0,,,7,0,6990,46,11,w,0,0,10554.35,10554.35,5614.41,4939.94,705.23,0,0,0,6990,0,0,0,161,0,,3,4,3412,46,15200,0,0,1,major_purchase
14400,14400,14400,36 months,7.89,450.52,A,A5,,,RENT,30000,Not Verified,Charged Off,087xx,NJ,11.16,0,0,29,,15,0,14942,33.3,39,w,0,0,4498.89,4498.89,3665.55,833.34,450.52,0,0,0,14942,0,0,0,43,0,,3,4,6550,33,44900,2,6,6,credit_card
12000,12000,12000,60 months,10.49,257.87,B,B2,Coordinate,10+ years,MORTGAGE,65000,Not Verified,Current,402xx,KY,8.81,0,1,37,,8,0,8053,30,18,w,10738.14,10738.14,2055.97,2055.97,1261.86,794.11,257.87,0,0,0,20435,3,1,2,6,12382,97,3,3,6777,52,26800,2,1,4,credit_card
16000,16000,16000,36 months,8.99,508.73,B,B1,paralegal,10+ years,RENT,53000,Source Verified,Current,337xx,FL,21.78,0,0,,,15,0,8076,24.4,20,w,9416.07,9416.07,8123.7,8123.7,6583.93,1539.77,508.73,0,0,1350,21766,0,0,1,24,13690,48,0,5,2249,35,33100,0,0,0,debt_consolidation
25000,25000,25000,36 months,13.67,850.44,C,C3,Paralegal,10+ years,RENT,97707,Source Verified,Fully Paid,112xx,NY,11.04,0,0,47,,17,0,24011,66.7,22,w,0,0,29403.18345,29403.18,25000,4403.18,13300.48,0,0,0,51617,1,0,0,65,27606,138,1,2,4908,92,36000,0,0,0,debt_consolidation
35000,35000,35000,60 months,15.05,833.57,C,C4,Senior Project Manager,1 year,RENT,120000,Not Verified,Current,762xx,TX,20.08,0,0,27,,13,0,22020,52.4,31,w,33801.26,33801.26,2471.45,2471.45,1198.74,1272.71,833.57,0,0,0,125911,0,3,3,9,95498,74,2,3,10405,68,42000,1,0,3,credit_card
12000,12000,12000,36 months,10.99,392.81,B,B4,foreman,3 years,RENT,76000,Source Verified,Late (31-120 days),922xx,CA,14.16,0,0,,,11,0,14489,63.8,12,w,7794.62,7794.62,5492.01,5492.01,4205.38,1286.63,392.81,0,0,0,26915,1,1,1,11,12426,64,2,5,3658,64,22700,0,0,1,credit_card
12000,12000,12000,60 months,16.02,291.95,C,C5,Enforcement Agent,5 years,MORTGAGE,48000,Not Verified,Current,040xx,ME,43.56,0,0,,,13,0,61172,79.5,28,w,11599.45,11599.45,854.49,854.49,400.55,453.94,291.95,0,0,0,310458,1,0,0,32,26083,79,1,4,19410,79,76900,1,1,0,debt_consolidation
8000,8000,7950,36 months,11.44,263.58,B,B4,LEASE NEGOTIATOR,10+ years,MORTGAGE,69200,Verified,Fully Paid,871xx,NM,19.15,0,0,29,,26,0,31049,54.2,52,f,0,0,8050.848889,8000.53,8000,50.85,8055.93,0,0,4217,163312,5,2,5,5,16798,97,6,9,5009,64,57290,1,3,3,debt_consolidation
10000,10000,10000,36 months,8.24,314.48,B,B1,Electrical Maintenance,2 years,MORTGAGE,170000,Not Verified,Current,402xx,KY,8.81,1,1,9,,8,0,12732,68.1,27,w,7725.93,7725.93,2848.63,2848.63,2274.07,574.56,314.48,0,0,212,276550,2,1,3,12,47653,73,2,4,4045,69,18700,1,4,7,major_purchase
6000,6000,6000,36 months,10.91,196.18,B,B4,Server,3 years,RENT,22000,Verified,Current,066xx,CT,27.61,0,2,,,9,0,5397,34.4,9,w,5571.5,5571.5,579.45,579.45,428.5,150.95,196.18,0,0,0,27595,1,1,1,1,22198,78,1,4,2297,63,15700,2,1,2,credit_card
8000,8000,8000,36 months,17.27,286.3,D,D2,Server,5 years,OWN,25000,Not Verified,Current,703xx,LA,15.6,0,0,,,3,0,1104,33.5,19,f,3837.83,3837.83,6004.62,6004.62,4162.17,1842.45,286.3,0,0,0,1956,1,1,2,5,852,60,0,1,0,41,3300,2,0,3,debt_consolidation
7000,7000,7000,36 months,12.74,234.99,C,C1,International Logistics Manager,2 years,MORTGAGE,78000,Not Verified,Current,750xx,TX,26.62,0,0,,,19,0,39348,77.2,30,f,4588.56,4588.56,3284.91,3284.91,2411.44,873.47,234.99,0,0,0,294284,0,0,0,51,43626,61,1,2,13896,67,51000,0,0,0,credit_card
9950,9950,9950,36 months,15.59,347.81,C,C5,Director of Rehab,6 years,MORTGAGE,96000,Verified,Current,303xx,GA,26.59,3,2,11,,13,0,4852,41.8,19,f,6618.11,6618.11,4852.1,4852.1,3331.89,1520.21,347.81,0,0,131,173281,3,1,2,9,96103,90,3,5,1282,64,11600,2,0,3,credit_card
19825,19825,19825,60 months,22.45,552.63,E,E5,Firechief,10+ years,MORTGAGE,104000,Source Verified,Fully Paid,294xx,SC,30.6,0,1,,,19,0,9575,20.2,44,w,0,0,25432.46968,25432.47,19825,5607.47,17167.75,0,0,0,288577,2,2,6,6,92281,85,1,2,3617,62,47300,7,2,11,debt_consolidation
10000,10000,10000,36 months,19.99,371.59,D,D4,Machine operator,4 years,MORTGAGE,35000,Not Verified,Current,483xx,MI,14.2,0,2,,,8,0,6492,26.6,9,w,8261.07,8261.07,3010.02,3010.02,1738.93,1271.09,371.59,0,0,0,165769,2,1,1,4,4839,97,2,3,2077,39,24400,0,0,3,debt_consolidation
8000,8000,8000,36 months,17.99,289.18,D,D2,Technical Services Specialist,2 years,RENT,50000,Source Verified,Fully Paid,142xx,NY,18.36,0,2,,,8,0,7182,42,10,w,0,0,9230.098629,9230.1,8000,1230.1,6338.34,0,0,0,42403,2,1,2,4,35221,94,3,4,2216,77,17100,0,0,3,debt_consolidation
6000,6000,6000,36 months,7.21,185.84,A,A3,Sales,7 years,RENT,30000,Source Verified,Current,613xx,IL,16.96,0,0,,,7,0,1035,38.3,13,f,5087.65,5087.65,1112.64,1112.64,912.35,200.29,185.84,0,0,0,11186,0,0,1,22,10151,41,0,0,0,41,2700,0,0,0,debt_consolidation
9600,9600,9600,36 months,7.07,296.73,A,A2,Deputy assessor,4 years,MORTGAGE,38000,Not Verified,Current,804xx,CO,19.52,0,1,,,13,0,8026,21,23,w,8384.92,8384.92,1479.88,1479.88,1215.08,264.8,296.73,0,0,0,82845,3,1,1,6,21613,96,2,3,3498,49,38200,1,1,6,credit_card
3500,3500,3500,36 months,14.99,121.32,C,C4,,,RENT,12132,Not Verified,Current,958xx,CA,13.55,0,0,,,13,0,2403,12.1,21,w,2502.09,2502.09,1452.93,1452.93,997.91,455.02,121.32,0,0,0,2403,0,0,0,80,0,,3,4,1377,12,19800,1,0,2,other
8675,8675,8675,36 months,13.99,296.45,C,C3,Direct Support Proffecional,2 years,RENT,22880,Verified,Current,606xx,IL,17.16,0,0,,,3,0,12571,96,6,f,6396.83,6396.83,3247.47,3247.47,2278.17,969.3,296.45,0,0,0,12571,0,0,0,,0,,0,0,6823,96,13100,0,0,0,debt_consolidation
10000,10000,10000,60 months,16.99,248.48,D,D1,Area Manager,8 years,RENT,54000,Source Verified,Current,606xx,IL,14.31,0,1,,,7,0,9315,53.8,11,w,9219.17,9219.17,1767.68,1767.68,780.83,986.85,248.48,0,0,0,19317,1,0,0,48,10002,41,2,3,3261,46,17300,0,0,2,debt_consolidation
20000,20000,20000,60 months,23.99,575.25,E,E2,"Director, Global Innovation Partnerships",< 1 year,RENT,185000,Source Verified,Fully Paid,926xx,CA,19.43,0,1,,,16,0,25848,38.6,35,f,0,0,22995.03593,22995.04,20000,2995.04,19570.2,0,0,0,175897,5,2,2,2,115718,,3,5,11817,39,66900,0,0,1,credit_card
26050,26050,26050,36 months,9.75,837.51,B,B3,"Vice Pres.,Resident.Lending Sales Manage",< 1 year,MORTGAGE,150000,Source Verified,Late (31-120 days),115xx,NY,13.65,0,2,,,11,0,5658,14.8,32,w,14168.65,14168.65,14587.04,14587.04,11881.35,2705.69,837.51,0,0,0,466838,2,0,2,13,49127,73,3,5,5432,52,38200,0,2,3,debt_consolidation
8000,8000,8000,36 months,11.44,263.58,B,B4,Insurance Agent,9 years,MORTGAGE,111341,Verified,Current,913xx,CA,32.13,0,1,65,,14,0,108904,79.2,19,w,6650.7,6650.7,1834.89,1834.89,1349.3,485.59,263.58,0,0,0,663194,0,0,2,16,25442,80,0,0,24732,79,127400,1,1,1,home_improvement
21500,21500,21500,36 months,6.97,663.57,A,A3,Underwriting Analyst,10+ years,MORTGAGE,56818,Not Verified,Current,774xx,TX,17.1,0,0,,,12,0,38929,49.1,17,w,9505.61,9505.61,13926.64,13926.64,11994.39,1932.25,663.57,0,0,0,154388,1,0,0,38,0,,2,3,21266,49,79300,1,1,1,debt_consolidation
3000,3000,3000,36 months,7.99,94,A,A5,finisher,7 years,OWN,48215,Not Verified,Current,894xx,NV,12.52,0,0,,105,5,1,2918,19.1,6,w,2237.17,2237.17,938.67,938.67,762.83,175.84,94,0,0,0,18137,0,0,0,29,15219,66,0,1,2849,47,15300,0,0,0,credit_card
21600,21600,21350,36 months,14.08,739.08,C,C3,Teacher,10+ years,RENT,58301,Not Verified,Current,050xx,VT,32.5,1,1,9,,18,0,21967,68.4,41,f,19622.98,19395.86,2922.53,2888.7,1977.02,945.51,739.08,0,0,0,48226,0,0,2,14,26259,58,1,1,6141,62,32100,1,7,2,debt_consolidation
20000,20000,20000,36 months,8.24,628.95,B,B1,RN,10+ years,MORTGAGE,75000,Not Verified,Current,600xx,IL,21.42,0,0,63,,22,0,29118,35.9,51,w,13872.62,13872.62,7538.24,7538.24,6127.38,1410.86,628.95,0,0,0,320609,1,1,1,11,25862,87,2,3,13645,50,81100,0,0,2,debt_consolidation
19200,19200,19200,36 months,17.27,687.12,D,D2,Aviation Technician,2 years,MORTGAGE,65000,Verified,Current,358xx,AL,33.91,0,1,64,,13,0,5620,36.5,34,w,9757.49,9757.49,13723.98,13723.98,9442.51,4281.47,687.12,0,0,0,59605,1,2,3,8,53985,72,2,2,2537,66,15400,1,0,3,debt_consolidation
12000,12000,12000,36 months,11.49,395.66,B,B5,Registered Nurse,3 years,RENT,175000,Not Verified,Current,941xx,CA,24.38,0,2,,,33,0,29129,52.8,43,w,9677.19,9677.19,3192.09,3192.09,2322.81,869.28,395.66,0,0,0,199324,3,2,4,5,170195,70,3,5,5341,62,55200,0,0,2,credit_card
12000,12000,12000,36 months,13.99,410.08,C,C3,Administrator,5 years,RENT,46000,Verified,Current,334xx,FL,14.43,0,2,,,9,0,6558,49.7,13,w,7277.76,7277.76,6571.47,6571.47,4722.24,1849.23,410.08,0,0,132,24915,1,1,1,7,18357,96,1,3,858,77,13200,3,0,4,debt_consolidation
6000,6000,6000,36 months,13.49,203.59,C,C2,Executive Assistant,1 year,OWN,50000,Verified,Current,060xx,CT,16.18,0,0,27,,12,0,9234,39.6,27,w,4341.6,4341.6,2236.4,2236.4,1658.4,578,203.59,0,0,0,25805,2,0,1,13,16571,91,5,7,3969,60,23300,1,0,3,debt_consolidation
8000,8000,8000,36 months,11.49,263.78,B,B5,Membership Manager,10+ years,MORTGAGE,84192,Verified,Current,206xx,MD,24.53,3,0,10,,12,0,27297,80,23,f,4342.03,4342.03,4737.83,4737.83,3657.97,1079.86,263.78,0,0,0,489216,2,2,2,2,43664,77,0,3,7283,78,34100,1,5,2,other
3600,3600,3600,36 months,18.99,131.95,D,D4,Driver,< 1 year,MORTGAGE,58000,Verified,Fully Paid,630xx,MO,45.03,0,1,,,17,0,20875,63.6,30,w,0,0,4182.435925,4182.44,3600,582.44,2844.43,0,0,0,226517,2,2,3,2,73857,75,1,1,10053,65,32800,1,7,2,debt_consolidation
16000,16000,16000,36 months,11.47,527.39,B,B5,assistant manager,7 years,MORTGAGE,80000,Not Verified,Fully Paid,890xx,NV,26.43,0,0,,,12,0,13553,40.9,16,w,0,0,17868.49544,17868.5,16000,1868.5,11032.82,0,0,0,225689,0,1,2,12,34105,73,0,2,4965,60,33100,0,1,0,debt_consolidation
20000,20000,20000,60 months,11.99,444.79,C,C1,Program Specialist,< 1 year,OWN,95700,Verified,Current,433xx,OH,26.66,0,0,,,20,0,53857,60,32,w,15195.58,15195.58,7992.9,7992.9,4804.42,3188.48,444.79,0,0,0,85457,1,1,1,8,30189,76,1,1,11427,60,89920,0,0,1,debt_consolidation
11200,11200,11200,36 months,5.32,337.29,A,A1,Area Manger,7 years,MORTGAGE,47000,Not Verified,Fully Paid,476xx,IN,16.06,0,1,,,10,0,9322,21.8,25,f,0,0,11791.96538,11791.97,11200,591.97,7726.29,0,0,0,195244,1,0,0,25,7981,35,1,3,4707,26,42800,0,0,3,credit_card
4800,4800,4800,36 months,6.97,148.15,A,A3,,,MORTGAGE,42000,Not Verified,Current,410xx,KY,0.71,0,0,,64,5,1,199,1.4,28,f,2122.09,2122.09,3107.43,3107.43,2677.91,429.52,148.15,0,0,0,77111,0,0,0,66,0,,0,0,199,1,14200,0,0,1,home_improvement
12000,12000,12000,36 months,11.99,398.52,B,B5,Claims Representative,9 years,MORTGAGE,73000,Not Verified,Current,980xx,WA,3.47,0,0,,,4,0,9473,57.4,13,w,10868.71,10868.71,1578.09,1578.09,1131.29,446.8,398.52,0,0,0,9473,1,0,0,52,0,,1,1,0,57,16500,0,2,0,debt_consolidation
19000,19000,19000,36 months,10.49,617.46,B,B2,Social Worker,10+ years,MORTGAGE,60000,Verified,Current,937xx,CA,12.76,0,0,,,10,0,23526,60.6,19,w,15737.99,15737.99,4329.39,4329.39,3262.01,1067.38,623,0,0,0,127581,2,0,0,,0,,2,3,4515,61,38800,0,0,0,credit_card
