a,b,c,d,e,f,g,h,i,j,class
43.7087,8.7507,2.8748,0.4003,0.2168,-33.0601,26.8893,9.1627,44.449,131.219,h
49.6538,21.7384,2.8041,0.2198,0.1122,-50.1994,-36.0348,-12.7157,7.9929,179.949,g
136.7943,26.4837,3.2659,0.2107,0.1359,78.1745,123.9896,-12.4618,68.9466,148.7457,h
149.37,17.033,3.0722,0.2938,0.1757,-239.549,133.671,16.0039,4.2585,301.39,g
20.9598,9.5091,2.4702,0.599,0.3287,-25.9203,14.9631,-3.4651,85.9225,158.1783,h
19.6738,7.4183,2.1446,0.7168,0.4265,0.2174,-3.992,-4.9487,40.871,240.006,g
21.283,6.4967,2.1717,0.7609,0.4949,19.5499,16.4665,-6.2893,10.167,97.8958,g
58.6083,27.0816,3.2598,0.2468,0.1262,25.4293,47.4135,29.0911,0.558,265.44,g
18.3451,10.9239,2.3766,0.7143,0.3676,14.6583,16.9312,-7.9411,10.1604,119.999,g
23.6235,18.3227,2.5676,0.387,0.1962,7.7972,-17.9258,5.5092,12.4528,208.203,g
65.438,12.0197,3.0894,0.2735,0.1551,31.3546,43.3469,9.0954,22.658,77.4984,h
98.0033,15.5155,2.7501,0.3253,0.2231,-127.993,29.7694,-2.4457,17.598,215.221,g
24.5623,0,2.1414,0.7365,0.4368,24.8016,16.9511,0,77.6551,186.17,g
41.6579,16.0833,2.8058,0.2788,0.168,-26.634,25.9123,-17.1583,78.9602,213.9873,h
19.9589,7.3244,2.1538,0.7439,0.4035,-2.5303,9.5411,-5.2097,12.9273,209.314,g
49.8633,21.9727,2.866,0.1811,0.1028,-34.0529,32.1426,11.1529,77.711,240.215,h
156.238,19.8869,2.7716,0.643,0.3443,-35.1942,-169.783,14.2535,16.183,312.115,h
53.9373,19.0335,3.0455,0.2287,0.1301,-16.7642,-39.2715,11.5627,5.2515,192.359,g
22.0837,10.5265,2.1732,0.5638,0.3121,-22.6056,-18.8925,10.7376,14.4397,172.572,g
39.5056,12.0449,2.7835,0.4,0.2296,45.089,24.4368,9.1508,16.7893,207.265,h
64.4738,35.6096,3.5658,0.2065,0.1034,-59.329,54.7788,-32.1846,44.389,292.869,h
90.7088,11.0098,2.541,0.377,0.1885,-63.8226,-79.2581,6.1829,19.578,46.6216,h
77.1021,39.53,3.022,0.2852,0.1592,43.4484,74.3684,-37.5037,77.893,113.484,h
73.2988,36.0124,2.9003,0.3682,0.1699,-20.7085,-100.2164,26.6645,36.6196,247.382,h
101.9311,71.3216,3.4912,0.138,0.0595,65.37,91.835,-50.9974,4.4578,30.9511,h
27.8897,13.1716,2.3615,0.4323,0.2251,12.3119,-0.7588,-9.0291,44.4761,185.6369,h
26.9187,17.3692,2.7498,0.4678,0.2777,-36.2269,-23.6332,-9.253,73.6034,92.6105,h
82.4208,11.5164,2.6826,0.4112,0.2544,-64.8373,27.6817,6.2522,0.0258,276.271,g
20.6646,12.6322,2.3589,0.5208,0.3304,15.6523,15.338,5.2813,54.346,244.19,h
19.1321,9.5801,2.4914,0.7032,0.4371,3.5591,-13.5728,-4.588,13.107,56.5447,h
23.6634,12.2549,2.2945,0.6193,0.368,26.0595,12.6462,7.0634,5.9657,114.657,g
33.7126,14.5975,2.6762,0.333,0.176,19.3355,19.1942,10.4087,25.544,188.455,g
39.9257,6.1255,2.7225,0.4622,0.3008,-46.6718,-37.3063,-7.145,48.223,69.3102,h
36.1618,25.9263,3.1178,0.2127,0.1216,14.0562,20.1419,14.7248,33.371,142.269,g
32.9432,15.4056,2.9391,0.2618,0.1142,43.4235,23.9588,11.3807,74.8444,190.8618,h
26.0249,8.2571,2.5075,0.6816,0.4343,15.3165,7.8907,-8.9325,57.5733,89.1948,h
113.486,32.2434,3.4706,0.1645,0.0882,-72.1478,64.421,-16.8485,1.2941,327.433,g
93.7259,27.8761,3.2193,0.1895,0.1065,44.6055,113.066,-19.6776,18.6002,165.461,g
52.5845,11.4244,2.8736,0.3706,0.1933,23.9118,-25.4734,-3.5025,83.6585,237.024,h
120.5135,76.9018,3.9939,0.0944,0.0683,5.8043,-93.5224,-63.8389,84.6874,408.3166,h
66.0313,24.1756,3.2999,0.2201,0.1105,-98.4239,48.162,-13.9845,3.082,242.548,g
20.7386,12.6304,2.5334,0.5593,0.3441,12.1392,17.8583,6.5028,29.934,147.634,g
38.229,16.5916,2.5308,0.3711,0.19,-56.5835,20.3266,-10.0589,3.7101,101.977,g
66.1331,25.9259,3.1984,0.1495,0.075,42.2957,50.5528,-12.7104,11.5159,160.519,g
73.7611,24.7409,3.3852,0.2917,0.2016,-40.2082,57.9402,-14.3158,3.0585,301.076,g
76.099,18.7547,2.8639,0.3461,0.2209,-90.7206,-52.0151,-19.5767,3.46,271.43,g
26.497,23.1468,2.8689,0.284,0.1427,-13.586,-13.42,15.4142,34.7446,53.8351,g
35.8288,28.7369,3.1713,0.213,0.1116,29.7142,14.305,8.4391,17.2831,179.097,g
47.3112,16.0674,2.7835,0.2568,0.1292,-46.1403,-34.8554,-10.9342,0.069,163.858,g
77.8915,20.9698,3.0695,0.1525,0.078,12.6959,66.5833,-16.6057,2.1148,268.769,g
46.5574,32.966,3.2555,0.1988,0.1063,39.4764,60.839,18.3839,30.919,86.3622,g
32.0877,10.4917,2.7384,0.4,0.2073,-3.9676,8.5829,-7.4057,29.936,144.853,h
81.0314,9.8854,3.0858,0.3233,0.2138,57.4644,60.1031,8.0262,21.007,180.324,h
89.473,32.9432,3.3831,0.1589,0.0888,-91.8688,51.6337,21.9819,0.524,237.609,g
24.5684,20.9799,2.6031,0.3641,0.2232,-13.7276,-19.7249,14.07,13.1428,168.471,g
18.7096,18.0184,2.5283,0.4267,0.2237,4.7676,-12.0674,6.8848,49.4271,170.946,g
92.6332,30.1404,3.6898,0.2141,0.1278,-20.7682,71.7015,14.4934,0.123,340.839,g
12.9698,11.0819,2.1804,0.7459,0.4455,14.2956,-6.8769,-9.452,55.8846,164.66,g
45.0186,17.2847,2.8848,0.3325,0.1714,4.0297,45.8469,7.1707,8.59,141.561,g
17.2979,16.7727,2.4289,0.4991,0.2737,0.791,7.1006,16.5866,67.4727,174.879,g
19.5744,16.3541,2.3464,0.5676,0.295,26.0276,-7.91,17.5096,42.1379,184.472,g
66.2385,12.9092,3.0671,0.2554,0.1461,37.1575,40.0358,-7.522,11.885,171.864,h
25.4865,12.6133,2.6712,0.4733,0.2377,-20.2767,-23.8588,-6.8231,55.9291,188.155,g
33.5062,24.1212,2.7067,0.275,0.1424,-16.131,25.5993,-14.0516,85.2585,158.639,h
108.2019,32.6265,3.3518,0.1048,0.0485,77.5363,120.5696,22.7016,6.5099,283.2477,h
31.3318,19.8114,2.6794,0.3222,0.2061,18.3913,22.1769,18.9498,18.65,77.5384,g
35.1053,7.433,2.4426,0.5872,0.338,-15.3994,-13.3253,3.7285,88.1033,136.254,h
19.0879,14.9726,2.6112,0.5361,0.3244,19.0211,18.9716,4.8495,57.598,191.415,g
17.7474,10.5396,2.4487,0.6975,0.4324,-7.9782,15.0448,-7.3518,21.915,114.096,h
20.7522,8.9492,2.3874,0.6434,0.3586,24.0649,10.5927,1.8768,36.306,126.393,h
27.1259,12.9634,2.5653,0.3918,0.1973,-13.1926,-16.2096,4.5179,21.073,99.2327,g
76.6007,31.6078,3.1255,0.3828,0.2581,-48.4981,-65.1437,-17.6096,2.405,292.642,h
92.9014,26.8157,3.5101,0.2558,0.1608,-3.3896,33.3066,10.9488,0.0323,327.064,g
93.0962,39.7987,3.9481,0.1128,0.057,34.9875,101.462,-23.8583,3.5745,202.092,g
71.6117,12.2741,3.0218,0.2882,0.1593,-87.4142,59.4809,-8.2753,5.3775,253.743,g
22.0456,10.1047,2.1987,0.6139,0.3703,-21.255,-19.5736,-11.361,63.367,145.033,g
99.4298,31.469,3.6788,0.1689,0.0885,3.2842,72.3269,-27.0359,0.041,343.063,g
21.5549,12.0299,2.4224,0.552,0.3195,-0.9938,7.559,-6.7381,45.4834,129.024,g
86.4837,30.3894,3.8874,0.1256,0.0658,9.0636,87.3018,-17.2743,0.6946,248.606,g
41.4346,11.6508,2.7756,0.3604,0.2238,12.3269,32.1689,-9.3097,8.356,193.48,g
149.8725,64.8825,3.467,0.2003,0.0952,319.5395,-144.6621,74.0211,88.6655,374.1284,h
29.2012,16.2811,2.8932,0.3581,0.2104,-4.4772,14.9919,-12.4939,9.7527,194.288,g
117.5035,25.3739,3.4283,0.2108,0.1092,-130.5414,30.0582,-17.8634,23.6392,298.9475,h
36.4659,16.4298,2.5058,0.3869,0.2075,46.7078,23.7806,-15.2667,12.9854,151.521,g
162.209,22.7251,2.8045,0.4894,0.2753,-174.709,105.138,-16.0026,46.4946,304.912,h
13.1759,10.8497,2.1287,0.7732,0.4201,14.5437,-2.8804,-11.6734,8.886,123.191,g
63.6902,31.5384,3.3268,0.2417,0.1468,-22.8431,46.3625,20.723,14.844,305.948,g
26.749,18.9529,2.5351,0.403,0.2238,-20.9612,-28.27,5.0291,43.5363,208.7578,h
44.6242,21.2982,2.8466,0.2206,0.1203,-26.688,-5.6345,-10.8822,8.758,155.424,g
33.3083,18.0903,2.3997,0.3984,0.2012,-33.889,-19.2632,-7.1653,32.826,155.877,g
66.4048,29.6975,3.3304,0.1467,0.0759,13.9496,21.6895,24.2529,1.464,252.138,g
30.7413,13.9602,2.6911,0.3788,0.2067,3.4461,-14.5524,1.5275,3.262,185.153,g
33.6525,9.2823,2.7536,0.5176,0.2579,16.7471,17.8816,-9.0987,0.1516,154.3232,h
97.2927,25.5448,3.4678,0.157,0.0812,79.0117,81.0806,18.4005,9.6868,264.772,g
111.755,50.1502,3.7825,0.1274,0.0651,97.5641,114.566,-32.5722,8.428,177.431,g
28.8163,22.9315,2.6385,0.2644,0.1414,37.1401,-16.1789,9.4364,57.742,139.594,g
32.2429,8.3502,2.483,0.5022,0.3227,9.6746,27.9491,-1.9865,66.8429,170.2377,h
12.8875,11.4113,2.0512,0.7378,0.3867,15.0852,-5.7947,11.5476,70.059,136.703,g
30.1451,20.7493,3.0537,0.3093,0.1639,-3.3422,25.0588,-7.3933,11.983,192.065,g
18.9883,16.4769,2.4241,0.5047,0.2881,12.4742,18.3294,12.6554,31.8054,99.6356,g
12.6243,9.2136,2.2467,0.8215,0.6204,9.8606,10.054,-6.7862,47.441,57.7961,g
13.9134,4.3956,2.1261,0.7196,0.471,9.7887,8.9533,-12.7912,64.8448,166.8104,h
27.6649,17.404,2.7046,0.383,0.2063,-0.4726,14.0216,12.9188,3.5068,182.331,g
28.0065,11.5181,2.4031,0.498,0.2787,25.8149,22.0606,6.377,51.967,223.162,g
55.9064,21.038,3.2402,0.2272,0.1153,46.7012,42.7948,-15.3156,1.324,234.113,g
38.8604,19.207,2.8946,0.311,0.1931,10.4087,35.6672,14.7268,5.8146,141.765,g
56.2513,26.6153,3.2665,0.1971,0.108,55.8478,45.2993,-17.1503,9.9628,114.099,g
71.1507,25.1204,3.2766,0.1264,0.0653,-3.0002,39.6216,14.713,6.1414,222.839,g
59.2444,10.4634,2.8051,0.4019,0.1971,49.436,25.1317,7.0386,71.0828,48.129,h
60.4595,21.1343,2.9117,0.2757,0.1808,48.8007,50.9982,15.5546,9.214,287.473,g
58.6077,18.0167,2.8166,0.2578,0.1335,59.9861,38.1032,8.4731,0.256,241.974,g
17.2743,12.313,2.5179,0.6707,0.4082,13.8456,15.394,-8.2017,39.4782,165.71,g
20.7779,7.1383,2.081,0.722,0.3693,-23.7708,-10.7906,-5.9792,28.79,177.459,g
75.9173,37.9258,3.1564,0.1332,0.0736,93.325,14.856,28.4568,4.434,229.766,g
23.7895,10.696,2.3284,0.5962,0.3122,-32.4347,17.3998,-7.1289,14.87,150.927,g
40.8396,9.1219,2.6844,0.3516,0.1892,29.9867,28.6662,6.1302,54.936,237.816,h
85.7919,25.7585,3.3679,0.2953,0.1717,13.4324,19.6896,-14.249,0.2999,353.683,g
35.9913,19.4494,2.7466,0.3297,0.1801,-34.0069,-25.3956,-6.3628,0.2425,175.99,g
23.8937,18.0731,2.699,0.33,0.175,30.2204,17.3579,-8.4548,76.0065,158.392,g
28.9692,12.7046,2.5916,0.3713,0.1857,22.422,19.056,-9.3522,6.8788,68.7253,g
81.8705,37.9568,3.9073,0.1015,0.0537,-65.4696,71.1468,20.7158,0.227,260.36,g
63.3325,26.8284,2.9513,0.1969,0.1135,88.5303,-26.456,-25.5823,60.4225,175.941,h
93.4633,18.8533,3.1858,0.3768,0.2044,-113.252,-63.7816,11.0661,16.314,393.805,h
117.7727,55.9569,2.9587,0.2763,0.153,-140.9278,90.7397,37.0438,56.5301,305.8042,h
26.6892,10.8106,2.5999,0.5176,0.3128,-7.8042,12.1072,-7.5764,5.8253,217.201,g
60.8065,28.7891,2.9823,0.1771,0.0943,16.7117,52.382,19.6667,1.9667,286.609,g
96.8578,39.4755,3.9903,0.1204,0.0679,-59.0369,66.0291,-26.431,3.8107,340.996,g
35.4716,17.892,2.7551,0.2988,0.1573,7.156,-24.0317,-10.3888,20.1401,167.218,g
32.6603,21.8534,2.8176,0.2694,0.1454,-36.7412,-19.3401,-14.8934,19.681,105.747,g
140.283,42.161,3.735,0.1701,0.0855,-116.842,-84.1378,-34.8501,41.5116,274.198,h
67.3236,49.5819,3.3536,0.1068,0.0583,46.2787,-23.886,-27.4914,14.071,190.174,g
12.9535,11.2802,2.1319,0.7454,0.4022,14.9291,-6.0758,-11.3938,31.0982,173.797,g
128.9307,79.0323,3.218,0.1973,0.0983,-125.3996,-63.1082,-37.8081,12.6302,328.1884,h
28.2797,12.2058,2.5302,0.531,0.3437,-13.4904,-17.9955,10.561,4.1031,123.27,g
80.7241,24.2144,2.9297,0.2775,0.1429,-140.143,80.5329,16.2373,2.7787,302.342,g
57.0409,14.7336,2.8312,0.3702,0.2308,-62.7072,48.5506,12.442,6.78,278.601,g
30.5805,9.5479,2.4762,0.516,0.3338,20.5723,32.8776,15.0238,48.152,250.5888,h
91.6774,32.7119,3.6197,0.2403,0.136,7.8062,61.0854,20.3299,3.4717,369.271,g
34.5932,9.9816,2.6123,0.464,0.2576,-15.6014,-29.8757,10.8064,67.5928,227.792,h
87.257,23.2826,3.0183,0.2167,0.1146,-31.4565,68.7719,-4.4924,2.3986,297.909,g
46.31,21.8396,2.6518,0.408,0.2776,43.4939,39.9859,-19.939,56.6947,173.87,h
23.0951,14.755,2.5328,0.4985,0.3182,-4.7957,-9.459,-5.4528,12.434,103.323,g
56.6389,19.6846,3.1357,0.2355,0.1086,40.4588,40.4884,-12.8708,13.0161,149.4119,h
91.6423,71.8818,3.8484,0.078,0.043,-56.7107,72.3016,60.019,16.622,285.414,g
21.9664,15.3013,2.5459,0.5491,0.3457,20.5225,21.2193,3.4783,7.388,187.286,g
67.214,18.1793,2.8624,0.2457,0.1242,-80.9857,60.7061,16.8905,5.559,281.418,g
53.6432,20.8631,3.2208,0.2358,0.1224,-11.5965,40.1842,-4.5304,2.6359,226.537,g
24.7717,10.5539,2.3683,0.4711,0.2762,6.0089,19.2892,7.2154,1.094,113.672,g
141.3718,31.7502,3.1081,0.2803,0.131,-234.3691,156.3477,12.4636,13.8145,174.8919,h
22.329,6.4846,2.1861,0.7492,0.4267,-23.3506,-12.8376,-6.7527,39.9572,176.344,g
76.7351,46.0491,3.1308,0.1336,0.0627,73.774,72.7808,36.1564,2.1935,189.5165,h
25.6508,15.2966,2.5871,0.3907,0.1979,-21.2081,16.4879,12.4784,64.2235,149.837,g
180.7107,43.4046,3.6852,0.0896,0.0392,-21.5309,67.5287,-27.3058,33.9,125.6218,h
35.7191,7.2727,2.638,0.4649,0.2428,-1.6165,17.5429,-4.1776,62.918,87.8689,h
63.6936,25.9812,2.9976,0.2273,0.1232,-76.4985,54.3458,-21.9607,2.844,285.506,h
172.2442,20.1926,2.9009,0.2887,0.194,124.599,112.9452,-21.4436,28.9553,210.8496,h
16.7429,15.1867,2.3096,0.6569,0.4289,-1.6276,-14.8761,11.3786,68.6733,58.837,g
38.5541,12.5228,2.5391,0.4884,0.2905,20.0958,35.2245,-5.088,3.055,179.057,g
45.7594,31.4493,2.923,0.1648,0.0854,-33.0647,-31.0978,5.5287,36.1302,142.638,h
96.3524,61.7175,3.616,0.2067,0.1101,-92.4396,-88.5551,55.1086,63.1443,289.8717,h
102.8878,14.0274,3.1519,0.2648,0.1807,-70.8304,59.2273,13.4578,30.5698,275.0843,h
28.5822,17.7111,2.6537,0.3374,0.1743,2.5716,9.6897,-4.434,25.8715,121.957,g
30.3594,16.9003,2.7033,0.3248,0.2069,10.4975,-13.2944,5.16,0.2976,248.599,g
21.1531,16.4359,2.6165,0.4547,0.2648,12.7882,-7.4694,15.4448,7.158,160.527,g
32.4015,7.2669,2.3883,0.5235,0.3252,-1.4025,-6.5766,-5.7131,4.2383,233.26,h
30.8293,24.121,2.8075,0.2679,0.1394,18.1533,-15.122,17.7868,16.393,209.02,g
57.999,15.3675,2.4676,0.5826,0.3799,-31.5757,-55.5729,-10.8379,0.2621,206.521,g
19.3057,13.0677,2.4764,0.5876,0.3556,6.0243,-16.0067,-2.972,89.3334,155.394,g
39.4843,19.4408,2.4914,0.4452,0.2565,-17.763,-41.0076,-7.6646,1.4023,189.907,g
38.8166,14.9294,2.7164,0.4131,0.2795,24.6566,31.8315,-13.3747,27.0738,156.033,h
57.1477,29.4889,3.4273,0.1525,0.0817,66.8318,47.3417,13.1529,7.966,199.142,g
77.3134,18.7524,2.9337,0.2784,0.1485,-39.9458,50.693,12.1689,5.8814,286.516,g
40.8648,21.6582,3.0775,0.2551,0.1284,21.2139,-34.1291,11.8761,0.785,203.58,g
22.0734,16.2121,2.5883,0.4439,0.2568,-14.9276,-15.5985,11.1452,1.283,181.276,g
43.8728,19.0744,2.8817,0.323,0.1832,-56.0637,13.1093,-14.8955,6.3685,272.114,g
21.9614,15.1584,2.5353,0.519,0.3338,9.4394,15.4084,12.813,50.547,161.913,h
159.8481,34.8371,3.2674,0.2453,0.1622,-31.9221,-207.8038,-9.5707,18.2848,338.7116,h
19.9465,11.8242,2.6196,0.569,0.3589,18.3571,15.2025,8.1761,7.385,184.064,h
101.59,31.0974,3.4678,0.1502,0.0839,32.0957,77.2265,15.3875,1.192,306.838,g
26.3471,14.3444,2.4229,0.5487,0.2984,30.3445,12.6617,-12.3303,50.1213,263.3354,h
29.4962,16.7045,2.6604,0.3366,0.2,25.9953,13.9672,8.589,12.2232,135.64,g
21.5228,11.9547,2.4949,0.5408,0.3152,26.4161,8.6878,5.4546,4.725,222.615,g
104.514,43.6324,4.1671,0.0889,0.0503,-58.7378,69.378,-26.9114,0.608,271.591,g
76.1339,24.7208,2.5416,0.319,0.1739,21.0501,-38.5857,13.7467,49.9476,217.869,h
115.486,28.01,3.2573,0.2372,0.1369,-71.6664,75.8613,16.8134,56.249,290.177,h
37.8481,13.7118,2.7312,0.3083,0.1643,16.1646,-19.5817,11.7511,3.1288,198.936,g
20.017,9.5305,2.2175,0.5939,0.3061,25.509,6.2839,-3.2733,55.3309,90.3746,g
19.2963,19.039,2.4526,0.4749,0.2592,-6.6629,-18.1211,10.6565,86.5376,205.2974,h
126.4411,97.2485,4.0199,0.0658,0.0397,-104.2694,62.9013,6.2249,88.2836,334.3687,h
67.5051,23.1203,3.2704,0.1722,0.0968,-70.9662,-33.1323,14.2615,4.18,270.557,g
76.701,15.0239,2.7871,0.3184,0.1673,-5.2809,-26.8865,-10.8934,4.783,253.844,g
25.8842,18.8781,2.5085,0.3752,0.2031,14.2467,-17.4503,-12.7256,23.417,152.479,g
61.374,22.8597,3.0245,0.2108,0.112,47.2363,46.4616,15.9629,3.713,262.058,g
16.7618,7.1765,2.3738,0.8499,0.5729,4.0671,6.7219,-5.8627,18.9207,189.14,g
40.9468,18.4822,2.7882,0.2492,0.1278,8.9986,-21.5671,-8.7772,3.655,188.205,g
55.3415,14.36,2.8296,0.3242,0.1858,-53.9262,42.1057,14.1188,6.1169,275.462,g
29.1369,18.8239,2.7976,0.3904,0.2223,12.4938,25.5932,-17.6313,29.0695,196.315,h
20.801,12.5919,2.3531,0.5188,0.3215,15.9369,15.2411,-3.5753,23.3742,70.8116,g
21.0856,12.1771,2.3901,0.4847,0.2505,0.2602,-10.1415,-10.0102,4.209,179.37,g
84.1404,29.7239,3.6687,0.2056,0.1249,-23.4718,63.8125,20.6113,4.124,304.571,g
20.6987,13.6872,2.4742,0.5671,0.3339,21.9694,16.0626,-3.8453,85.8793,161.453,g
24.5661,17.715,2.6758,0.3439,0.1909,5.9985,18.4396,8.6501,11.018,193.054,g
37.2321,34.7242,3.0617,0.1548,0.1063,-9.4194,-42.5484,-28.1875,66.9981,230.3419,h
128.925,28.6977,3.1096,0.1678,0.0843,49.9781,132.639,19.3352,78.9237,162.898,h
90.092,11.9871,2.5378,0.4029,0.2072,-75.4331,26.4956,4.7746,56.827,110.853,h
29.0606,15.9605,2.64,0.4261,0.244,-3.8274,22.0494,-11.1108,73.4413,153.579,g
32.3228,16.6363,2.9437,0.3449,0.1736,5.7786,16.9448,11.1982,4.6127,191.308,g
33.4718,23.5392,2.5617,0.2743,0.1413,5.0768,21.8971,12.1541,0.6027,229.513,g
35.3788,13.3014,2.541,0.4719,0.246,17.6442,19.5194,9.732,3.7685,137.491,g
28.7571,22.8786,3.0147,0.2832,0.1542,-8.4752,8.9526,-17.8463,51.789,65.7509,g
93.0607,28.3185,3.5398,0.116,0.0622,-127.342,56.014,-10.9973,3.737,233.673,g
17.1997,7.3014,2.2844,0.8312,0.5532,3.4739,4.489,5.2467,19.79,217.318,g
125.701,20.8562,2.8179,0.397,0.2,50.0152,147.477,-4.7045,7.3945,248.808,h
26.525,9.8492,2.4125,0.4371,0.2263,14.9537,-17.695,-6.392,56.4482,240.735,h
25.5991,12.5304,2.6959,0.4995,0.3293,7.2105,-19.2635,-9.913,8.7515,215.707,g
62.6891,24.4737,2.6527,0.2692,0.139,-47.1464,50.0666,-14.8153,11.0895,291.289,g
13.0364,11.0335,2.0986,0.757,0.4343,-14.4047,5.7719,-10.8707,89.9026,139.852,g
130.4586,112.3406,3.3736,0.2205,0.1138,-82.3989,-59.6096,139.2361,86.7983,384.5202,h
88.2461,15.1339,2.7439,0.3986,0.2822,-74.3508,-63.6452,13.2933,0.415,266.615,g
20.3418,12.8448,2.5099,0.5039,0.2581,-18.4019,-6.987,5.1613,11.572,163.561,g
182.071,17.209,2.889,0.2931,0.1607,-114.714,115.518,14.4658,45.6762,286.955,h
13.2555,10.6448,2.1508,0.7845,0.4346,14.2806,3.7382,-11.6449,71.43,138.516,g
23.8746,10.1047,2.4125,0.5609,0.381,5.5444,19.4584,-8.8501,45.6526,100.013,g
25.5338,22.829,2.8762,0.3431,0.1722,1.4113,13.0096,18.5879,61.2522,33.1058,g
16.9286,11.2814,2.4116,0.5736,0.3314,-1.2345,5.8021,6.0007,18.5125,190.039,g
34.7049,17.8712,2.7118,0.3068,0.168,18.8845,24.4809,16.7615,16.679,135.966,g
89.9113,55.0261,4.1374,0.0805,0.0427,92.4092,73.998,-46.2123,4.502,241.835,g
102.169,14.76,2.9378,0.2227,0.1148,88.4737,103.867,-10.3877,3.2589,274.737,g
36.7226,23.1042,2.9906,0.2657,0.1559,19.3852,-22.9758,20.7725,9.5163,177.32,g
22.6859,10.1039,2.6968,0.5829,0.3307,-7.5143,13.0971,-1.2362,10.9199,131.041,h
18.8636,15.2784,2.4091,0.5458,0.3021,6.0171,-16.438,12.056,0.5504,114.188,g
56.0434,23.3478,2.9098,0.2265,0.1237,12.9185,52.4391,-16.0983,1.7181,193.002,g
111.923,20.6943,2.8426,0.2457,0.1315,23.5205,122.498,-11.0316,3.3939,267.816,g
64.8912,16.4459,3.0797,0.2289,0.1411,33.7533,55.0638,10.051,4.8939,241.569,g
71.8058,31.3388,3.4378,0.2054,0.1159,-41.2901,61.8632,32.3752,7.0849,321.928,g
25.0085,11.9252,2.4914,0.4129,0.221,9.8703,10.7495,2.9937,1.845,147.276,g
72.9495,25.0803,2.9196,0.1998,0.1017,63.4439,50.6258,-22.3897,82.1398,106.639,g
52.8238,12.0126,2.4735,0.5513,0.3109,-65.754,-16.8244,10.1719,6.278,319.447,g
36.7334,19.1008,2.941,0.3562,0.1919,21.2301,6.8988,9.9665,21.5907,177.979,g
13.0183,10.6743,2.2999,0.7619,0.4887,13.2492,-3.2605,8.3499,84.3683,60.9388,g
18.9505,12.913,2.3334,0.4919,0.2668,-0.1723,4.1078,7.7879,6.2819,135.559,g
17.1452,11.0701,2.3692,0.5897,0.297,-3.6438,9.0615,-4.9178,13.853,129.811,g
51.326,17.6006,3.0554,0.3002,0.2047,10.5117,53.6403,7.9215,7.26,247.871,g
46.6814,19.0874,2.9408,0.3117,0.1874,-30.7316,14.8639,18.0861,77.979,101.636,h
12.8598,11.3399,2.1287,0.7212,0.4275,14.855,-8.4364,-6.8675,41.4708,169.016,g
32.0237,12.6492,2.4298,0.4796,0.3364,-25.3114,-23.6305,-5.1363,20.2901,206.641,g
150.427,99.6922,4.2499,0.0767,0.0386,-151.265,-142.057,-72.0713,62.258,332.525,h
37.0967,17.3283,2.8573,0.3111,0.1576,2.1901,24.0744,7.4913,4.145,189.474,g
135.001,87.2186,3.1458,0.3074,0.159,-45.5034,-130.637,48.2537,5.337,383.405,h
90.4066,30.2831,3.3527,0.1669,0.0886,98.6582,73.4392,-15.2132,9.2458,279.696,g
26.408,14.6864,2.5231,0.5157,0.2804,6.5717,17.7505,-14.2265,12.393,213.651,g
29.9042,22.6803,2.9031,0.2562,0.1319,7.8367,-14.9016,-15.0364,27.191,116.186,g
27.3062,10.5344,2.3936,0.5414,0.2768,26.5772,22.586,-8.2512,22.5743,195.661,g
104.1515,86.1509,3.9265,0.1809,0.07,0.9244,-69.8131,-61.1185,88.047,355.9869,h
68.2261,35.264,2.6522,0.4053,0.2372,-48.6004,20.9658,31.5966,54.509,175.194,g
48.8028,14.6764,2.7384,0.2886,0.1525,32.6729,39.3987,5.7309,27.6226,243.873,g
21.8435,15.4761,2.3775,0.499,0.2537,11.6269,19.5635,10.1102,86.2351,100.735,g
83.2349,18.0963,2.9193,0.23,0.115,54.777,68.5532,16.6262,5.079,291.303,g
75.7105,12.3756,2.637,0.2791,0.1465,-33.8058,-66.4578,6.7663,7.051,198.076,g
12.9336,11.1805,2.0952,0.739,0.4378,14.5081,-7.4438,-9.1835,44.4625,208.143,g
23.9161,13.8853,2.1261,0.5698,0.2758,-8.0788,-17.2451,-6.6839,87.7007,191.0089,h
56.8782,23.0935,3.1113,0.202,0.1087,69.8112,46.3001,-16.8457,8.474,221.527,g
19.6229,18.7334,2.5179,0.349,0.1745,16.3392,11.422,8.841,10.1102,76.8999,g
201.2789,88.221,2.7455,0.5112,0.278,-179.2937,-166.2354,73.3354,11.8913,317.1464,h
62.4082,25.2008,2.9146,0.2033,0.1041,4.1328,31.9218,-22.6444,6.2553,265.65,g
59.2716,27.3622,3.5549,0.1926,0.1083,38.5765,60.4821,-8.4718,12.3377,174.788,g
52.8479,21.5505,2.9462,0.3667,0.2054,-53.2694,27.9502,-20.7681,6.087,309.622,g
25.9914,16.1381,2.6561,0.3709,0.1954,-16.1855,-5.9925,-14.0824,45.5845,156.501,h
55.8337,22.6487,2.9157,0.2696,0.1378,8.3741,41.5008,24.6075,9.461,177.21,h
131.039,84.4568,3.8528,0.1023,0.0534,-18.8411,131.98,-57.5689,80.4261,340.23,h
66.2396,33.1212,3.3402,0.1613,0.0889,-73.1423,26.4824,-24.641,11.7065,253.632,h
35.2851,18.8631,2.8817,0.264,0.1372,8.238,23.0309,-9.2055,16.104,187.594,g
198.055,42.5451,3.6965,0.2037,0.1079,-233.715,-128.744,27.0634,57.052,362.617,h
